idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,1,6.37,0,6.37,0,1,20
2,6,0,0,17.44,0,17.44,0,0,20
3,3,0,0,10.1,0,10.1,0,0,20
4,1,0,0,6.71,0,6.71,0,1,20
5,4,0,1,13.13,0,13.13,0,1,20
6,4,0,0,12.16,0,12.16,0,1,20
7,1,0,2,8.92,0,8.92,0,1,20
8,6,0,1,16.82,0,16.82,1,0,20
9,5,0,0,13.74,0,13.74,2,0,20
10,6,0,2,17.21,0,17.21,3,0,20
11,4,0,2,17.45,0,17.45,4,0,20
12,2,0,0,5.08,0,5.08,5,0,20
13,5,0,1,14.98,0,14.98,6,0,20
14,6,0,3,20.33,0,20.33,7,0,20
15,3,0,1,23.73,0,23.73,8,0,20
16,2,0,1,10.69,0,10.69,9,0,20
17,2,0,2,13.72,0,13.72,10,0,20
18,1,0,3,8.94,0,8.94,11,0,20
19,2,0,3,12.19,0,12.19,12,0,20
20,1,0,4,15.87,0,15.87,13,0,20
21,5,0,2,14.6,0,14.6,14,0,20
22,3,0,2,14.14,0,14.14,15,0,20
23,3,0,3,6.89,0,6.89,16,0,20
24,2,0,4,14.2,0,14.2,17,0,20
25,4,0,3,17.78,0,17.78,18,0,20
26,5,0,3,14.4,0,14.4,19,0,20
27,6,0,4,23.5,0,23.5,20,0,20
