idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,1,17.13,0,17.13,0,1,20
2,5,0,0,16.66,0,16.66,0,0,20
3,2,0,2,11.81,0,11.81,0,1,20
4,2,0,0,11.53,0,11.53,0,0,20
5,2,0,3,12.09,0,12.09,0,1,20
6,2,0,4,14.6,0,14.6,0,1,20
7,2,0,1,6.7,0,6.7,0,0,20
8,1,0,0,18.07,0,18.07,1,0,20
9,3,0,0,9.78,0,9.78,2,0,20
10,1,0,1,21.93,0,21.93,3,0,20
11,3,0,1,21.46,0,21.46,4,0,20
12,4,0,0,15.06,0,15.06,5,0,20
13,6,0,0,13.01,0,13.01,6,0,20
14,6,0,1,11.03,0,11.03,7,0,20
15,6,0,2,12.34,0,12.34,8,0,20
16,6,0,3,12.35,0,12.35,9,0,20
17,1,0,2,23.29,0,23.29,10,0,20
18,4,0,1,5.62,0,5.62,11,0,20
19,4,0,2,9.58,0,9.58,12,0,20
20,5,0,2,20.22,0,20.22,13,0,20
21,3,0,2,22.23,0,22.23,14,0,20
22,6,0,4,13.15,0,13.15,15,0,20
23,5,0,3,21.53,0,21.53,16,0,20
24,3,0,3,22.84,0,22.84,17,0,20
25,1,0,3,23.33,0,23.33,18,0,20
26,4,0,3,9.24,0,9.24,19,0,20
27,3,0,4,23.25,0,23.25,20,0,20
