Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.658569, -0.023648, 110.534370, -0.423034, -0.002271, 0.001455, 9.400000, 0, 0, 0.000000, 0
2, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.997681, -0.004476, 110.802650, -0.132694, 0.009120, 0.002516, 21.730000, 0, 0, 0.000000, 0
3, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1245.159790, -0.043408, 333.449921, -0.853068, 0.030346, 0.000002, 10.150000, 0, 0, 0.000000, 0
4, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 508.966644, -0.122104, 114.640778, -2.162621, -0.027224, -0.010867, 7.690000, 0, 0, 1.000000, 1
5, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1493.203979, -0.042132, 331.950439, -0.388007, 0.005075, -0.006719, 20.660000, 0, 0, 2.000000, 2
6, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1494.861328, -0.069809, 553.441711, -0.359067, -0.006210, -0.008058, 23.240000, 0, 0, 3.000000, 3
7, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1259.645386, 0.047950, 560.537659, -3.907202, -0.007258, 0.002950, 15.550000, 0, 0, 4.000000, 4
8, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 517.641235, -0.157173, 335.900299, -2.138758, -0.036433, -0.014994, 10.730000, 0, 0, 5.000000, 5
9, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 525.881592, -0.188136, 557.173279, -2.209086, -0.059996, -0.012352, 13.330000, 0, 0, 6.000000, 6
10, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 819.188232, -0.478539, 783.896057, -82.710350, 179.717346, -179.690247, 15.340000, 0, 0, 7.000000, 7
11, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 746.634583, -0.005397, 110.983315, -0.874802, -0.001321, -0.003599, 7.740000, 0, 0, 8.000000, 8
12, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 749.990234, -0.012964, 332.122467, -0.989024, -0.020291, -0.019777, 12.870000, 0, 0, 9.000000, 9
13, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 279.421448, -0.261340, 113.935493, -1.663869, -0.020462, -0.003187, 5.020000, 0, 0, 10.000000, 10
14, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 998.716248, -0.029935, 114.323303, -2.848421, -0.010542, -0.005746, 6.290000, 0, 0, 11.000000, 11
15, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1048.465210, -0.816983, 781.457031, -86.553581, 179.784286, -179.795227, 20.830000, 0, 0, 12.000000, 12
16, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 755.507996, -0.048203, 554.702515, -1.621411, -0.062831, -0.027827, 22.940001, 0, 0, 13.000000, 13
17, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1011.271912, -0.097012, 335.813446, -3.130760, 0.065009, -0.006161, 18.000000, 0, 0, 14.000000, 14
18, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1024.619019, -0.103829, 557.432556, -3.458801, 0.033105, -0.007723, 18.500000, 0, 0, 15.000000, 15
19, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 288.459442, -0.037376, 334.388977, -2.367930, -0.043669, 0.030129, 6.050000, 0, 0, 16.000000, 16
20, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 297.002899, -0.254490, 555.684875, -2.235246, -0.055059, 0.015629, 14.430000, 0, 0, 17.000000, 17
