idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,19.04,0,19.04,0,0,20
2,1,0,0,11.29,0,11.29,0,0,20
3,1,0,2,15.88,0,15.88,0,2,20
4,1,0,1,11.35,0,11.35,0,0,20
5,2,0,1,18.18,0,18.18,0,0,20
6,6,0,0,5.97,0,5.97,0,0,20
7,2,0,2,22.2,0,22.2,0,1,20
8,1,0,3,16.9,0,16.9,1,0,20
9,1,0,4,19.86,0,19.86,2,0,20
10,6,0,1,17.45,0,17.45,3,0,20
11,2,0,3,23.63,0,23.63,4,0,20
12,2,0,4,23.7,0,23.7,5,0,20
13,3,0,0,21.96,0,21.96,6,0,20
14,4,0,0,10.72,0,10.72,7,0,20
15,5,0,0,7.91,0,7.91,8,0,20
16,5,0,1,5.92,0,5.92,9,0,20
17,4,0,1,14.99,0,14.99,10,0,20
18,4,0,2,15.47,0,15.47,11,0,20
19,6,0,2,19.6,0,19.6,12,0,20
20,4,0,3,16.98,0,16.98,13,0,20
21,5,0,2,13.26,0,13.26,14,0,20
22,5,0,3,11.29,0,11.29,15,0,20
23,3,0,1,22.04,0,22.04,16,0,20
24,5,0,4,5.43,0,5.43,17,0,20
25,4,0,4,6.21,0,6.21,18,0,20
26,6,0,3,18.17,0,18.17,19,0,20
27,6,0,4,6.23,0,6.23,20,0,20
