idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,4,20.33,0,20.33,0,1,20
2,1,0,0,8.52,0,8.52,0,0,20
3,1,0,1,15.63,0,15.63,0,0,20
4,5,0,0,22.7,0,22.7,0,0,20
5,1,0,2,10.08,0,10.08,0,0,20
6,5,0,1,22.45,0,22.45,0,0,20
7,1,0,3,13.65,0,13.65,0,1,20
8,2,0,0,11.98,0,11.98,1,0,20
9,3,0,0,9.23,0,9.23,2,0,20
10,2,0,1,21.48,0,21.48,3,0,20
11,3,0,1,19.19,0,19.19,4,0,20
12,2,0,2,23.02,0,23.02,5,0,20
13,4,0,0,9.67,0,9.67,6,0,20
14,4,0,1,10.94,0,10.94,7,0,20
15,4,0,2,18.09,0,18.09,8,0,20
16,3,0,2,19.72,0,19.72,9,0,20
17,3,0,3,21.63,0,21.63,10,0,20
18,2,0,3,23.09,0,23.09,11,0,20
19,6,0,0,5.9,0,5.9,12,0,20
20,4,0,3,21.6,0,21.6,13,0,20
21,5,0,2,22.94,0,22.94,14,0,20
22,6,0,1,18.3,0,18.3,15,0,20
23,6,0,2,12.88,0,12.88,16,0,20
24,6,0,3,12.74,0,12.74,17,0,20
25,6,0,4,13.07,0,13.07,18,0,20
26,4,0,4,18.04,0,18.04,19,0,20
27,3,0,4,7.98,0,7.98,20,0,20
