idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,6.79,0,6.79,0,0,20
2,5,0,1,7.73,0,7.73,0,0,20
3,5,0,2,6.03,0,6.03,0,0,20
4,6,0,0,22.07,0,22.07,0,0,20
5,5,0,3,9.08,0,9.08,0,0,20
6,6,0,2,19.26,0,19.26,0,1,20
7,6,0,1,17.09,0,17.09,0,0,20
8,6,0,3,20.77,0,20.77,1,0,20
9,6,0,4,23.86,0,23.86,2,0,20
10,5,0,4,22.85,0,22.85,3,0,20
11,1,0,0,17.83,0,17.83,4,0,20
12,2,0,0,13.04,0,13.04,5,0,20
13,2,0,1,16.86,0,16.86,6,0,20
14,3,0,0,15.77,0,15.77,7,0,20
15,4,0,0,6.69,0,6.69,8,0,20
16,4,0,1,14.39,0,14.39,9,0,20
17,1,0,1,23.9,0,23.9,10,0,20
18,2,0,2,17.89,0,17.89,11,0,20
19,4,0,2,12.86,0,12.86,12,0,20
20,2,0,3,18.79,0,18.79,13,0,20
21,3,0,1,19.64,0,19.64,14,0,20
22,4,0,3,16.58,0,16.58,15,0,20
23,3,0,2,20.36,0,20.36,16,0,20
24,4,0,4,17.57,0,17.57,17,0,20
25,2,0,4,19.93,0,19.93,18,0,20
26,3,0,3,12.34,0,12.34,19,0,20
27,3,0,4,7.05,0,7.05,20,0,20
