idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,14.94,0,14.94,0,1,20
2,6,0,0,10.95,0,10.95,0,0,20
3,1,0,0,7.31,0,7.31,0,1,20
4,4,0,1,18.25,0,18.25,1,0,20
5,4,0,2,18.4,0,18.4,2,0,20
6,2,0,0,19.17,0,19.17,3,0,20
7,5,0,0,16.62,0,16.62,4,0,20
8,1,0,1,7.48,0,7.48,5,0,20
9,2,0,1,22.59,0,22.59,6,0,20
10,5,0,1,20.32,0,20.32,7,0,20
11,6,0,1,16.33,0,16.33,8,0,20
12,1,0,2,5.64,0,5.64,9,0,20
13,3,0,0,8.21,0,8.21,10,0,20
14,1,0,3,15.66,0,15.66,11,0,20
15,5,0,2,18.72,0,18.72,12,0,20
16,3,0,1,15.02,0,15.02,13,0,20
17,2,0,2,11.88,0,11.88,14,0,20
18,3,0,2,5.44,0,5.44,15,0,20
19,4,0,3,21.07,0,21.07,16,0,20
20,5,0,3,19.06,0,19.06,17,0,20
21,3,0,3,8.61,0,8.61,18,0,20
22,2,0,3,13.24,0,13.24,19,0,20
23,4,0,4,21.08,0,21.08,20,0,20
