Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 262.612061, -0.028201, 122.311867, -6.401379, -0.001493, 0.000177, 17.180000, 0, 0, 1.000000, 1
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 506.298889, -0.014906, 119.007225, -4.828340, 0.007585, -0.001429, 16.180000, 0, 0, 2.000000, 2
3, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 746.985962, 0.001829, 111.570877, -0.959286, 0.001263, -0.003354, 12.210000, 0, 0, 3.000000, 3
4, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.155090, -0.040511, 110.882034, -0.088056, -0.001994, -0.000533, 7.660000, 0, 0, 4.000000, 4
5, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 994.503113, -0.023591, 332.531891, -0.072903, -0.019543, -0.005566, 9.190000, 0, 0, 5.000000, 5
6, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1218.496826, 0.093275, 557.139465, -89.862816, 5.934494, -5.615469, 11.850000, 0, 0, 6.000000, 6
7, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 757.371216, -0.037155, 338.731628, -4.268291, 0.002077, -0.017669, 14.080000, 0, 0, 7.000000, 7
8, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.070435, 0.062576, 110.653999, 0.088404, 0.036571, -0.005191, 5.570000, 0, 0, 8.000000, 8
9, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.954102, 0.595123, 110.881378, 0.007969, -0.016802, -0.000964, 5.320000, 0, 0, 9.000000, 9
10, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 287.433533, -0.031288, 342.179260, -6.351116, -0.007522, 0.014361, 21.200001, 0, 0, 10.000000, 10
11, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1964.618774, -5.589053, 114.379684, 90.000000, -179.776184, -178.105118, 12.640000, 0, 0, 11.000000, 11
12, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 525.249756, -0.034523, 339.227722, -4.791395, -0.001080, -0.010547, 18.080000, 0, 0, 12.000000, 12
13, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 774.136475, -0.072597, 559.305420, -4.218305, -0.021481, -0.025815, 15.260000, 0, 0, 13.000000, 13
14, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 2236.886230, 4.017610, 114.380524, -90.000000, -177.763016, 176.543671, 14.470000, 0, 0, 14.000000, 14
15, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 543.920410, -0.036816, 559.702820, -4.540436, -0.022230, -0.020390, 20.959999, 0, 0, 15.000000, 15
16, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 311.811920, -0.023291, 562.552917, -6.110824, -0.023193, 0.018322, 22.549999, 0, 0, 16.000000, 16
17, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1243.161255, 0.092881, 332.143616, 0.167051, 0.021803, -0.013289, 10.120000, 0, 0, 17.000000, 17
18, 248.600006, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 332.858185, 0.028954, 786.272583, -4.610313, -0.022875, 0.024836, 23.830000, 0, 0, 18.000000, 18
19, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 561.793640, -0.154655, 780.751526, -4.390974, -0.025802, -0.019419, 22.950001, 0, 0, 19.000000, 19
20, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 790.983337, -0.157090, 780.135193, -4.192778, -0.027753, -0.025200, 20.520000, 0, 0, 20.000000, 20
