Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 758.385803, -0.015656, 121.989510, -6.523885, -0.001938, 0.001677, 10.610000, 0, 0, 0.000000, 0
2, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 784.231323, 0.020874, 342.017090, -6.732765, -0.027738, 0.010040, 15.840000, 0, 0, 0.000000, 0
3, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.792114, -0.022458, 110.878288, -0.211010, 0.007448, -0.001398, 20.740000, 0, 0, 0.000000, 0
4, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 811.168823, 0.039998, 561.553040, -6.856993, -0.042061, 0.025603, 10.030000, 0, 0, 0.000000, 0
5, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 838.967163, 0.166994, 780.936584, -6.761299, -0.038355, 0.042103, 10.400000, 0, 0, 0.000000, 0
6, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1493.492920, 0.016869, 332.571564, -0.271485, -0.046605, -0.007803, 23.780001, 0, 0, 0.000000, 0
7, 745.800049, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 864.031372, 0.256040, 1003.206848, -6.042076, -0.040236, 0.028408, 14.490000, 0, 0, 0.000000, 0
8, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 272.434296, 0.071750, 129.042557, -10.092001, -0.045001, -0.000822, 20.500000, 0, 0, 1.000000, 1
9, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 311.472168, 0.015302, 347.159454, -10.052630, -0.024245, -0.008914, 22.320000, 0, 0, 2.000000, 2
10, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 513.838867, 0.005572, 125.229393, -8.186887, 0.003508, 0.003920, 16.059999, 0, 0, 3.000000, 3
11, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1004.026611, -0.000639, 119.455284, -5.419359, -0.005537, -0.001144, 6.010000, 0, 0, 4.000000, 4
12, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.729980, 0.062738, 110.463005, -0.442783, -0.018012, -0.010013, 5.750000, 0, 0, 5.000000, 5
13, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1024.885498, -0.022625, 339.270081, -5.693289, -0.020932, -0.017609, 7.170000, 0, 0, 6.000000, 6
14, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1046.828247, -0.046043, 559.405640, -5.860652, -0.021271, 0.003846, 10.090000, 0, 0, 7.000000, 7
15, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 546.042297, 0.095846, 344.097565, -8.158070, -0.021620, 0.021268, 19.190001, 0, 0, 8.000000, 8
16, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1254.643433, 0.061961, 340.935089, -5.806927, -0.029182, -0.037878, 5.570000, 0, 0, 9.000000, 9
17, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 577.669189, 0.211783, 563.219849, -8.140065, -0.026672, 0.022812, 21.049999, 0, 0, 10.000000, 10
18, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1070.132935, -0.010216, 779.557861, -5.929678, -0.038026, 0.020785, 11.160000, 0, 0, 11.000000, 11
19, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 608.398132, 0.324252, 784.481201, -7.252771, -0.038626, 0.023395, 22.059999, 0, 0, 12.000000, 12
20, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1276.705688, -0.059261, 560.609436, -5.971835, -0.032038, -0.063350, 5.350000, 0, 0, 13.000000, 13
21, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1300.411621, -0.109506, 780.933960, -6.073741, -0.040475, -0.023591, 11.040000, 0, 0, 14.000000, 14
22, 1243.000000, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1324.219360, -0.179480, 1001.217957, -6.108664, -0.074764, -0.028218, 9.650000, 0, 0, 15.000000, 15
23, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1093.646729, 0.121425, 1000.077209, -5.998101, -0.041676, 0.031242, 12.800000, 0, 0, 16.000000, 16
24, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 636.634399, 0.427680, 1026.639526, -6.066601, -0.034423, 0.059827, 5.120000, 0, 0, 17.000000, 17
25, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 350.970886, 0.453403, 592.702820, -8.137254, -0.026214, 0.076210, 8.340000, 0, 0, 18.000000, 18
