idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,7.0,0,7.0,0,1,20
2,3,0,0,21.97,0,21.97,0,0,20
3,2,0,0,12.11,0,12.11,0,0,20
4,2,0,1,14.66,0,14.66,0,0,20
5,6,0,0,22.34,0,22.34,0,0,20
6,1,0,1,6.39,0,6.39,0,1,20
7,2,0,2,10.66,0,10.66,0,0,20
7,3,0,2,10.66,0,10.66,0,0,20
8,2,0,3,10.53,0,10.53,1,0,20
9,4,0,0,7.9,0,7.9,2,0,20
10,5,0,0,19.77,0,19.77,3,0,20
11,5,0,1,21.62,0,21.62,4,0,20
12,1,0,2,6.15,0,6.15,5,0,20
13,4,0,1,17.66,0,17.66,6,0,20
14,1,0,3,9.68,0,9.68,7,0,20
15,3,0,1,7.59,0,7.59,8,0,20
16,1,0,4,9.67,0,9.67,9,0,20
17,4,0,2,15.93,0,15.93,10,0,20
18,2,0,4,14.25,0,14.25,11,0,20
19,6,0,1,9.11,0,9.11,12,0,20
21,5,0,2,21.77,0,21.77,14,0,20
22,6,0,2,15.89,0,15.89,15,0,20
23,3,0,3,5.2,0,5.2,16,0,20
24,4,0,3,19.5,0,19.5,17,0,20
25,5,0,3,21.93,0,21.93,18,0,20
