idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,12.43,0,12.43,0,0,20
1,2,0,0,12.43,0,12.43,0,0,20
2,5,0,1,16.5,0,16.5,0,1,20
3,1,0,1,14.25,0,14.25,0,1,20
4,5,0,0,13.36,0,13.36,0,0,20
5,3,0,0,5.8,0,5.8,0,1,20
6,6,0,0,7.5,0,7.5,0,0,20
8,1,0,2,19.65,0,19.65,1,0,20
9,3,0,1,16.44,0,16.44,2,0,20
10,6,0,1,6.32,0,6.32,3,0,20
11,6,0,2,5.71,0,5.71,4,0,20
12,6,0,3,7.95,0,7.95,5,0,20
13,4,0,0,9.52,0,9.52,6,0,20
14,2,0,1,5.82,0,5.82,7,0,20
15,4,0,1,9.1,0,9.1,8,0,20
16,4,0,2,9.13,0,9.13,9,0,20
17,1,0,3,18.3,0,18.3,10,0,20
18,4,0,3,13.87,0,13.87,11,0,20
19,5,0,2,18.57,0,18.57,12,0,20
20,6,0,4,9.8,0,9.8,13,0,20
21,3,0,2,20.75,0,20.75,14,0,20
22,2,0,2,12.37,0,12.37,15,0,20
23,3,0,3,21.54,0,21.54,16,0,20
24,2,0,3,10.41,0,10.41,17,0,20
25,3,0,4,21.67,0,21.67,18,0,20
