Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 522.712830, -0.071279, 129.699783, -10.213655, -0.102539, -0.028504, 11.080000, 0, 11.000000, 0, 0, 0
2, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 565.744751, -0.314485, 351.759399, -10.344591, 0.022295, -0.001374, 21.010000, 0, 21.000000, 0, 0, 0
3, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1501.608276, -0.073528, 119.791763, -3.721551, 0.011704, 0.006917, 13.500000, 0, 13.000000, 0, 0, 0
4, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1276.624756, 0.039189, 353.036530, -8.663736, -0.034617, 0.010871, 13.970000, 0, 13.000000, 0, 0, 0
5, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 608.720581, -0.419733, 573.631042, -10.328717, -0.012468, -0.013185, 15.590000, 0, 15.000000, 0, 0, 0
6, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1347.071411, 0.001712, 799.484253, -8.855582, -0.039748, -0.002359, 19.490000, 0, 19.000000, 0, 0, 0
7, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1251.494385, 0.003467, 118.965973, -3.549837, -0.009747, 0.012794, 13.540000, 0, 13.000000, 0, 0, 0
8, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 648.162048, -0.542098, 797.341064, -9.452168, -0.023702, 0.005419, 17.770000, 0, 17.000000, 0, 0, 0
9, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1382.039917, -0.120660, 1022.932617, -8.865358, -0.047557, -0.032124, 20.660000, 0, 20.000000, 0, 0, 0
10, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1311.507935, 0.081678, 576.430664, -8.904796, -0.053199, -0.001184, 14.500000, 0, 14.000000, 0, 0, 0
11, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 290.261230, -0.229322, 132.047684, -9.809987, -0.028041, 0.031110, 7.100000, 0, 7.000000, 0, 0, 0
12, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1516.839722, -0.068033, 345.301147, -3.657996, -0.029645, 0.035318, 23.830000, 0, 23.000000, 0, 0, 0
13, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 331.984711, -0.162425, 354.924042, -10.682277, -0.089968, 0.053771, 18.360001, 0, 18.000000, 0, 0, 0
14, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 766.410156, -0.017544, 128.535599, -9.921711, -0.003711, -0.026860, 5.710000, 0, 5.000000, 0, 0, 0
15, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 805.509094, -0.251440, 350.298340, -9.455106, -0.040315, -0.059194, 13.770000, 0, 13.000000, 0, 0, 0
16, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 374.991058, -0.616945, 577.105347, -10.604839, 0.012891, 0.052597, 19.049999, 0, 19.000000, 0, 0, 0
17, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 842.872559, -0.605215, 572.886963, -9.127225, -0.027902, -0.102256, 14.030000, 0, 14.000000, 0, 0, 0
18, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 416.323761, -0.719627, 801.052246, -9.698421, -0.014120, 0.045003, 20.070000, 0, 20.000000, 0, 0, 0
19, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 454.185242, -0.463153, 1024.824463, -9.402255, -0.037617, 0.044057, 22.969999, 0, 22.000000, 0, 0, 0
20, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1011.906311, 0.013535, 126.842354, -8.093847, 0.005310, 0.009809, 11.610000, 0, 11.000000, 0, 0, 0
21, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 685.216614, -0.473601, 1021.050110, -9.278938, -0.043463, -0.002104, 20.559999, 0, 20.000000, 0, 0, 0
22, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 880.686646, -0.704121, 795.518677, -8.992617, -0.041571, -0.117128, 15.320000, 0, 15.000000, 0, 0, 0
23, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 916.427307, -1.183560, 1018.794189, -9.120805, -0.044706, -0.122484, 22.520000, 0, 22.000000, 0, 0, 0
24, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1044.299927, 0.044412, 350.890930, -8.457003, -0.019519, 0.001640, 21.430000, 0, 21.000000, 0, 0, 0
25, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1078.416870, -0.001301, 573.647339, -8.859669, -0.018465, -0.029389, 7.680000, 0, 7.000000, 0, 0, 0
26, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1113.709595, -0.123252, 796.702087, -8.429760, -0.048029, -0.054374, 18.740000, 0, 18.000000, 0, 0, 0
27, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1149.110474, -0.888400, 1020.238159, -8.488225, -0.048950, -0.092158, 20.240000, 0, 20.000000, 0, 0, 0
