Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 998.706909, -0.032234, 113.823395, -2.598439, 0.001016, -0.005563, 5.170000, 0, 0, 0.000000, 0
2, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1244.557373, -0.033713, 111.998604, -1.115704, 0.013655, -0.000105, 16.459999, 0, 0, 0.000000, 0
3, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1018.473328, -0.160388, 555.005127, -2.576507, -0.051008, -0.042777, 8.930000, 0, 0, 0.000000, 0
4, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1008.790039, -0.022636, 334.154663, -2.388348, -0.035327, -0.021340, 8.070000, 0, 0, 0.000000, 0
5, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1248.977661, -0.080452, 333.217682, -1.258363, 0.019351, -0.009570, 20.150000, 0, 0, 0.000000, 0
6, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1029.343750, -0.399511, 776.055298, -2.590525, -0.034122, -0.068980, 15.340000, 0, 0, 0.000000, 0
7, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1254.057373, -0.152239, 554.572449, -1.313206, 0.022595, -0.014727, 23.610001, 0, 0, 0.000000, 0
8, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1039.293579, -0.636013, 997.404907, -2.668336, -0.036513, -0.068138, 18.120001, 0, 0, 1.000000, 1
9, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 261.300720, 0.002449, 110.891449, -0.030439, -0.054841, -0.000385, 20.250000, 0, 0, 2.000000, 2
10, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 512.123962, 0.008565, 124.105583, -7.355525, -0.009205, -0.003638, 12.790000, 0, 0, 3.000000, 3
11, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 541.477234, -0.002029, 343.663452, -7.376492, -0.031630, 0.001203, 17.430000, 0, 0, 4.000000, 4
12, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 569.394897, -0.012249, 563.502869, -7.366780, -0.031794, -0.006733, 17.930000, 0, 0, 5.000000, 5
13, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 753.419434, -0.008976, 118.060417, -3.879628, -0.000023, 0.003921, 19.340000, 0, 0, 6.000000, 6
14, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.576294, -0.006898, 110.731041, -0.049011, -0.003029, -0.003549, 18.660000, 0, 0, 7.000000, 7
15, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.741211, -0.009654, 332.076813, -0.031705, -0.014967, -0.007796, 17.500000, 0, 0, 8.000000, 8
16, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1260.495117, -0.129675, 776.014771, -1.285827, -0.033783, -0.014001, 23.799999, 0, 0, 9.000000, 9
17, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1491.852905, -0.058586, 553.381165, 0.011451, -0.026542, -0.014137, 11.130000, 0, 0, 10.000000, 10
18, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1491.727051, -0.134598, 774.848694, 0.097366, -0.033436, -0.019608, 13.430000, 0, 0, 11.000000, 11
19, 1491.600098, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1491.388672, -0.209097, 996.434326, 0.103595, -0.029840, -0.022231, 8.020000, 0, 0, 12.000000, 12
20, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 776.380981, -0.047797, 339.599823, -4.409653, -0.035234, 0.018448, 14.010000, 0, 0, 13.000000, 13
