Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 556.584473, -0.487049, 349.561218, -6.937097, 0.018977, -0.033954, 10.440000, 0, 10.000000, 0, 0, 0
2, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 587.656494, -0.602904, 573.685425, -6.887458, -0.131174, -0.008810, 21.090000, 0, 21.000000, 0, 0, 0
3, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 529.298218, -0.392256, 123.928215, -6.152984, -0.012689, -0.026177, 7.860000, 0, 7.000000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 299.378265, -1.813710, 129.760895, -6.195814, 0.041485, 0.867941, 6.750000, 0, 6.000000, 0, 0, 0
5, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 324.943848, 0.658652, 354.277527, -6.458203, 0.012621, 0.903921, 20.639999, 0, 20.000000, 0, 0, 0
6, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 761.640869, -0.078766, 125.519806, -7.098443, -0.014804, -0.001917, 11.600000, 0, 11.000000, 0, 0, 0
7, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 790.713257, -0.062226, 349.698700, -7.099057, -0.131121, 0.016773, 15.780000, 0, 15.000000, 0, 0, 0
8, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1006.333862, -0.002172, 122.347397, -5.398597, -0.018465, 0.006263, 12.730000, 0, 12.000000, 0, 0, 0
9, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1256.826660, -0.060887, 123.536018, -6.104550, 0.026488, 0.002591, 9.130000, 0, 9.000000, 0, 0, 0
10, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1502.761475, 0.020895, 121.093834, -4.551879, -0.026751, -0.006714, 5.780000, 0, 5.000000, 0, 0, 0
11, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1521.326172, 0.060498, 346.617126, -4.898968, -0.040827, 0.010330, 5.500000, 0, 5.000000, 0, 0, 0
12, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1281.607178, 0.053321, 348.377197, -6.411220, -0.008163, 0.006028, 12.560000, 0, 12.000000, 0, 0, 0
13, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1028.535645, 0.080701, 347.509888, -5.806663, -0.100273, 0.000658, 13.990000, 0, 13.000000, 0, 0, 0
14, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 819.520569, -0.025209, 574.123413, -7.145281, -0.175821, 0.026449, 19.020000, 0, 19.000000, 0, 0, 0
15, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1541.345703, 0.192670, 571.962952, -4.952068, -0.139747, 0.032400, 9.470000, 0, 9.000000, 0, 0, 0
16, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1043.343140, 1.317087, 800.591064, 5.936324, -177.235352, -179.687378, 21.330000, 0, 21.000000, 0, 0, 0
17, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1061.433960, -0.176877, 571.436584, -5.936049, -0.247318, -0.003454, 18.990000, 0, 18.000000, 0, 0, 0
18, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1308.724976, 0.058331, 572.739746, -6.560121, -0.137984, -0.006356, 13.100000, 0, 13.000000, 0, 0, 0
19, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1558.361938, -0.450771, 797.482056, -4.813470, -0.490317, 0.053091, 5.080000, 0, 5.000000, 0, 0, 0
20, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1274.500244, -8.262432, 805.658020, -83.517563, 179.886520, -177.139084, 22.070000, 0, 22.000000, 0, 0, 0
