Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1959.988037, 3.367162, 140.600449, -74.531555, 0.383681, 0.070540, 16.870001, 0, 16.000000, 0, 0, 0
2, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1664.209106, 0.039092, 150.961060, -65.605385, 0.025557, 0.004531, 15.810000, 0, 15.000000, 0, 0, 0
3, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 2279.189453, 8.425241, 114.584595, -90.000000, -179.860123, -179.815338, 19.900000, 0, 19.000000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 279.533020, 0.053989, 121.022408, -4.154641, -0.073067, -0.008987, 22.160000, 0, 22.000000, 0, 0, 0
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 509.728149, -0.065806, 121.420738, -4.421206, -0.067247, 0.008924, 13.460000, 0, 13.000000, 0, 0, 0
6, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 297.068268, 0.388211, 346.598724, -4.159977, -0.060184, -0.001396, 23.490000, 0, 23.000000, 0, 0, 0
7, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 527.874512, 0.007138, 346.901581, -4.515396, -0.020660, 0.008648, 18.830000, 0, 18.000000, 0, 0, 0
8, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 801.788635, -0.055671, 149.523804, -23.664879, 0.034837, -0.001682, 14.520000, 0, 14.000000, 0, 0, 0
9, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1052.691162, -0.023519, 149.742004, -23.908869, 0.017688, -0.006562, 11.330000, 0, 11.000000, 0, 0, 0
10, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 894.250977, -0.126391, 356.694824, -23.987005, 0.015874, 0.021052, 18.790001, 0, 18.000000, 0, 0, 0
11, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1145.148071, -0.276812, 357.242737, -24.041145, 0.033170, 0.005749, 11.480000, 0, 11.000000, 0, 0, 0
12, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1361.202271, 0.279812, 524.436218, -53.625153, 0.174177, -0.041904, 11.730000, 0, 11.000000, 0, 0, 0
13, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1303.119751, -0.224850, 149.747375, -23.991173, 0.042436, 0.028604, 6.780000, 0, 6.000000, 0, 0, 0
14, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1747.392578, 13.060658, 569.172974, -65.556847, -1.839543, 3.878060, 12.650000, 0, 12.000000, 0, 0, 0
15, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1534.240356, -0.023953, 350.240479, -61.166599, 0.019922, 0.684964, 9.140000, 0, 9.000000, 0, 0, 0
16, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1855.687500, 4.073409, 366.532501, -65.543205, -1.658329, 2.116074, 10.240000, 0, 10.000000, 0, 0, 0
17, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2173.165283, 6.617066, 361.458008, -64.737617, -0.130271, 2.697111, 9.130000, 0, 9.000000, 0, 0, 0
18, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 725.604248, 0.403050, 541.078125, -24.277145, 0.018192, -0.017070, 19.620001, 0, 19.000000, 0, 0, 0
19, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2484.038574, 17.876755, 334.887878, -81.558342, -179.910065, -178.658905, 11.720000, 0, 11.000000, 0, 0, 0
20, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2051.293701, 6.948039, 557.164124, -64.738297, -0.131626, 2.023359, 16.150000, 0, 16.000000, 0, 0, 0
