Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.545532, -0.054065, 112.597832, -0.133468, 0.007459, -0.010713, 5.500000, 0, 5.000000, 0, 0, 0
2, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.963867, -0.091969, 338.521179, 0.023211, -0.022021, -0.032290, 19.830000, 0, 19.000000, 0, 0, 0
3, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.827271, -0.220276, 564.686951, 0.026397, -0.022545, -0.035608, 23.730000, 0, 23.000000, 0, 0, 0
4, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 273.643188, 0.289389, 121.657951, -4.634646, -0.243039, 0.000585, 21.740000, 0, 21.000000, 0, 0, 0
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 508.218872, -0.065802, 121.881119, -4.913997, -0.018001, -0.011476, 14.960000, 0, 14.000000, 0, 0, 0
6, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 752.121094, -0.092741, 117.840393, -2.709968, -0.026978, -0.019052, 5.140000, 0, 5.000000, 0, 0, 0
7, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 528.066101, -0.193401, 346.736298, -4.774024, -0.018284, -0.050961, 21.590000, 0, 21.000000, 0, 0, 0
8, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 763.102295, -0.147600, 343.834747, -2.789228, -0.068562, -0.014143, 11.960000, 0, 11.000000, 0, 0, 0
9, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 997.000854, -0.069743, 113.755531, -0.758774, 0.017187, -0.004521, 10.640000, 0, 10.000000, 0, 0, 0
10, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1508.947510, -0.047078, 125.986351, -7.554673, -0.004203, -0.009654, 10.110000, 0, 10.000000, 0, 0, 0
11, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 778.546875, -0.390898, 572.924316, -4.498554, -0.007131, -0.019090, 12.670000, 0, 12.000000, 0, 0, 0
12, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 297.156128, -0.142856, 346.680450, -4.688220, -0.019098, 0.007987, 22.760000, 0, 22.000000, 0, 0, 0
13, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1400.979492, -0.062533, 822.741028, -84.719772, -179.690262, -178.124344, 15.050000, 0, 15.000000, 0, 0, 0
14, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1000.444580, -0.157119, 340.078827, -1.005584, 0.021043, -0.020617, 16.940001, 0, 16.000000, 0, 0, 0
15, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1539.486572, -0.027073, 350.026703, -7.831116, -0.054697, 0.001266, 13.740000, 0, 13.000000, 0, 0, 0
16, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1009.689270, -0.114425, 570.231079, -3.175004, -0.020794, -0.014420, 18.160000, 0, 18.000000, 0, 0, 0
17, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 548.244385, -0.357999, 572.001770, -4.731776, -0.009178, -0.032979, 22.580000, 0, 22.000000, 0, 0, 0
18, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1570.878174, 0.011588, 573.687561, -7.894978, -0.067881, 0.027720, 13.940000, 0, 13.000000, 0, 0, 0
19, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 310.391449, -0.439425, 581.883911, -0.021602, -0.014122, -0.047021, 23.100000, 0, 23.000000, 0, 0, 0
20, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1632.149902, -1.922298, 793.690552, -7.911251, 2.203841, -0.281851, 12.130000, 0, 12.000000, 0, 0, 0
