idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,2,21.35,0,21.35,0,1,20
2,5,0,1,19.24,0,19.24,0,1,20
3,5,0,0,18.55,0,18.55,0,0,20
4,1,0,0,7.68,0,7.68,1,0,20
5,1,0,1,14.65,0,14.65,2,0,20
6,2,0,0,14.71,0,14.71,3,0,20
7,2,0,1,17.31,0,17.31,4,0,20
8,2,0,2,17.61,0,17.61,5,0,20
9,3,0,0,11.75,0,11.75,6,0,20
10,3,0,1,12.31,0,12.31,7,0,20
11,1,0,2,15.27,0,15.27,8,0,20
12,2,0,3,18.17,0,18.17,9,0,20
13,3,0,2,14.15,0,14.15,10,0,20
14,4,0,0,10.07,0,10.07,11,0,20
15,2,0,4,20.78,0,20.78,12,0,20
16,3,0,3,14.84,0,14.84,13,0,20
17,1,0,3,22.37,0,22.37,14,0,20
18,4,0,1,13.91,0,13.91,15,0,20
19,3,0,4,20.4,0,20.4,16,0,20
20,4,0,2,20.4,0,20.4,17,0,20
