idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,1,16.87,0,16.87,0,1,20
2,4,0,0,8.02,0,8.02,0,0,20
3,4,0,2,19.05,0,19.05,0,1,20
4,1,0,0,22.18,0,22.18,1,0,20
5,2,0,0,12.09,0,12.09,2,0,20
6,3,0,0,11.23,0,11.23,3,0,20
7,2,0,1,13.94,0,13.94,4,0,20
8,2,0,2,14.12,0,14.12,5,0,20
9,1,0,1,22.96,0,22.96,6,0,20
10,2,0,3,21.64,0,21.64,7,0,20
11,3,0,1,18.23,0,18.23,8,0,20
12,5,0,0,14.28,0,14.28,9,0,20
13,6,0,0,6.28,0,6.28,10,0,20
14,3,0,2,18.69,0,18.69,11,0,20
15,4,0,3,19.18,0,19.18,12,0,20
16,1,0,2,23.73,0,23.73,13,0,20
17,5,0,1,14.65,0,14.65,14,0,20
18,5,0,2,15.34,0,15.34,15,0,20
19,6,0,1,7.67,0,7.67,16,0,20
20,5,0,3,17.12,0,17.12,17,0,20
