idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,11.1,0,11.1,0,0,20
2,1,0,4,17.46,0,17.46,0,1,20
3,4,0,1,7.68,0,7.68,0,0,20
4,4,0,2,5.9,0,5.9,0,0,20
5,1,0,0,12.17,0,12.17,0,0,20
6,1,0,1,15.11,0,15.11,0,0,20
7,4,0,3,5.5,0,5.5,0,0,20
8,1,0,3,16.37,0,16.37,0,1,20
9,6,0,0,11.07,0,11.07,0,0,20
10,3,0,0,19.01,0,19.01,0,0,20
11,4,0,4,5.52,0,5.52,0,1,20
12,3,0,1,20.78,0,20.78,0,2,20
13,6,0,1,13.58,0,13.58,0,1,20
14,6,0,2,18.9,0,18.9,0,1,20
15,1,0,2,15.83,0,15.83,0,1,20
16,2,0,0,7.22,0,7.22,1,0,20
17,2,0,1,10.92,0,10.92,2,0,20
18,2,0,2,19.74,0,19.74,3,0,20
19,5,0,0,17.89,0,17.89,4,0,20
20,5,0,1,13.4,0,13.4,5,0,20
21,5,0,2,6.93,0,6.93,6,0,20
22,5,0,3,7.94,0,7.94,7,0,20
23,5,0,4,16.19,0,16.19,8,0,20
24,6,0,3,17.96,0,17.96,9,0,20
25,6,0,4,10.41,0,10.41,10,0,20
