idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,17.44,0,17.44,0,0,20
2,1,0,3,11.74,0,11.74,0,1,20
3,1,0,2,6.28,0,6.28,0,1,20
4,4,0,0,22.23,0,22.23,0,0,20
5,2,0,0,8.2,0,8.2,0,0,20
6,1,0,0,17.63,0,17.63,0,0,20
7,4,0,1,16.38,0,16.38,0,0,20
8,6,0,0,12.09,0,12.09,0,0,20
9,4,0,2,14.69,0,14.69,0,0,20
10,1,0,1,8.13,0,8.13,0,0,20
11,6,0,1,14.6,0,14.6,1,0,20
12,5,0,1,14.42,0,14.42,2,0,20
12,6,0,2,14.42,0,14.42,2,0,20
13,2,0,1,8.5,0,8.5,3,0,20
14,3,0,0,18.51,0,18.51,4,0,20
16,1,0,4,12.5,0,12.5,6,0,20
17,5,0,2,17.07,0,17.07,7,0,20
18,5,0,3,20.5,0,20.5,8,0,20
19,3,0,1,12.87,0,12.87,9,0,20
20,2,0,2,8.88,0,8.88,10,0,20
21,3,0,2,7.19,0,7.19,11,0,20
22,5,0,4,22.47,0,22.47,12,0,20
23,3,0,3,10.34,0,10.34,13,0,20
