idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,22.03,0,22.03,0,0,20
2,1,0,0,23.65,0,23.65,0,0,20
3,4,0,0,6.1,0,6.1,0,0,20
4,3,0,1,10.16,0,10.16,0,1,20
5,3,0,0,7.41,0,7.41,0,0,20
6,4,0,1,15.75,0,15.75,0,0,20
7,3,0,2,9.75,0,9.75,0,1,20
8,6,0,0,22.07,0,22.07,1,0,20
9,5,0,0,18.47,0,18.47,2,0,20
10,1,0,1,6.42,0,6.42,3,0,20
11,5,0,1,20.66,0,20.66,4,0,20
12,1,0,2,9.11,0,9.11,5,0,20
13,2,0,1,12.61,0,12.61,6,0,20
14,2,0,2,11.49,0,11.49,7,0,20
15,6,0,1,6.23,0,6.23,8,0,20
16,2,0,3,10.71,0,10.71,9,0,20
17,2,0,4,13.83,0,13.83,10,0,20
18,6,0,2,10.93,0,10.93,11,0,20
19,5,0,2,21.09,0,21.09,12,0,20
20,4,0,2,6.41,0,6.41,13,0,20
21,6,0,3,10.99,0,10.99,14,0,20
22,5,0,3,23.11,0,23.11,15,0,20
23,6,0,4,16.1,0,16.1,16,0,20
24,4,0,3,7.34,0,7.34,17,0,20
25,3,0,3,17.69,0,17.69,18,0,20
