idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,5.07,0,5.07,0,1,20
2,4,0,0,9.47,0,9.47,0,0,20
3,4,0,1,14.36,0,14.36,0,0,20
4,5,0,0,18.06,0,18.06,0,0,20
5,4,0,2,14.22,0,14.22,0,0,20
6,6,0,0,16.52,0,16.52,0,0,20
7,2,0,0,20.53,0,20.53,0,0,20
8,1,0,1,15.11,0,15.11,1,0,20
9,3,0,0,11.47,0,11.47,2,0,20
10,6,0,1,16.8,0,16.8,3,0,20
11,2,0,1,22.36,0,22.36,4,0,20
12,3,0,1,12.13,0,12.13,5,0,20
13,6,0,2,18.58,0,18.58,6,0,20
14,5,0,1,8.32,0,8.32,7,0,20
15,5,0,2,9.74,0,9.74,8,0,20
16,6,0,3,21.79,0,21.79,9,0,20
17,1,0,2,13.89,0,13.89,10,0,20
18,1,0,3,19.14,0,19.14,11,0,20
19,6,0,4,21.0,0,21.0,12,0,20
20,4,0,3,14.57,0,14.57,13,0,20
21,2,0,2,13.49,0,13.49,14,0,20
22,2,0,3,14.8,0,14.8,15,0,20
23,1,0,4,21.12,0,21.12,16,0,20
24,3,0,2,13.71,0,13.71,17,0,20
25,2,0,4,17.55,0,17.55,18,0,20
