idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,5.61,0,5.61,0,0,20
2,5,0,1,7.13,0,7.13,0,1,20
3,5,0,2,11.8,0,11.8,0,1,20
4,4,0,1,22.52,0,22.52,0,1,20
5,5,0,3,12.14,0,12.14,0,1,20
6,4,0,0,6.51,0,6.51,0,0,20
7,5,0,4,12.17,0,12.17,0,1,20
8,1,0,0,15.08,0,15.08,1,0,20
9,4,0,2,23.97,0,23.97,2,0,20
10,2,0,0,11.39,0,11.39,3,0,20
11,1,0,1,21.59,0,21.59,4,0,20
12,2,0,1,18.55,0,18.55,5,0,20
13,3,0,0,16.9,0,16.9,6,0,20
14,6,0,0,11.19,0,11.19,7,0,20
15,1,0,2,22.3,0,22.3,8,0,20
16,6,0,1,14.14,0,14.14,9,0,20
17,6,0,2,6.06,0,6.06,10,0,20
18,6,0,3,5.11,0,5.11,11,0,20
19,6,0,4,14.46,0,14.46,12,0,20
20,1,0,3,23.61,0,23.61,13,0,20
21,3,0,1,7.45,0,7.45,14,0,20
22,3,0,2,13.83,0,13.83,15,0,20
23,2,0,2,23.3,0,23.3,16,0,20
24,3,0,3,11.68,0,11.68,17,0,20
25,3,0,4,22.42,0,22.42,18,0,20
