Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 250.394089, -0.011039, 110.887939, -0.027646, 0.012485, -0.000471, 23.059999, 0, 0, 1.000000, 1
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 497.293823, -0.041480, 110.920860, -0.266321, 0.010504, 0.001035, 14.020000, 0, 0, 2.000000, 2
3, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 499.314697, -0.016707, 332.424927, -0.188396, -0.020950, 0.000870, 20.610001, 0, 0, 3.000000, 3
4, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 745.743713, -0.013118, 110.792953, 0.107181, -0.000967, -0.002516, 18.139999, 0, 0, 4.000000, 4
5, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 998.376038, -0.070498, 113.926277, -2.353319, 0.023546, -0.003775, 9.360000, 0, 0, 5.000000, 5
6, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 718.003723, -0.185260, 574.692688, -79.619499, 0.020671, -0.052195, 22.629999, 0, 0, 6.000000, 6
7, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1007.504028, -0.092426, 334.606750, -2.302350, 0.018162, -0.014596, 13.220000, 0, 0, 7.000000, 7
8, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 745.923096, 0.047602, 332.350098, 0.195841, -0.033260, -0.009414, 18.879999, 0, 0, 8.000000, 8
9, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1016.098877, -0.126006, 555.572083, -2.115916, 0.010335, -0.018791, 18.629999, 0, 0, 9.000000, 9
10, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1243.408936, 0.007445, 110.739502, -0.379591, 0.002523, 0.001356, 9.140000, 0, 0, 10.000000, 10
11, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1245.242188, -0.052471, 332.164978, -0.534572, 0.024353, -0.006994, 10.790000, 0, 0, 11.000000, 11
12, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.602051, -0.002417, 110.879356, 0.011086, 0.000462, -0.001075, 7.790000, 0, 0, 12.000000, 12
13, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.552368, -0.007111, 332.480774, 0.011615, 0.000450, -0.001252, 6.910000, 0, 0, 13.000000, 13
14, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 927.018494, 0.219897, 783.765137, -88.025841, 179.786407, -179.826752, 22.799999, 0, 0, 14.000000, 14
15, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1247.830078, -0.088951, 553.574036, -0.475963, 0.011705, -0.006460, 17.840000, 0, 0, 15.000000, 15
