idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,19.3,0,19.3,0,0,20
2,2,0,0,11.87,0,11.87,0,0,20
3,2,0,4,23.1,0,23.1,0,1,20
4,3,0,0,22.02,0,22.02,0,0,20
5,2,0,1,15.82,0,15.82,0,0,20
6,4,0,1,20.96,0,20.96,0,0,20
7,2,0,2,11.09,0,11.09,0,0,20
8,3,0,4,22.24,0,22.24,0,1,20
9,4,0,2,14.39,0,14.39,0,0,20
10,2,0,3,22.32,0,22.32,0,0,20
11,3,0,3,21.02,0,21.02,0,1,20
12,4,0,4,18.69,0,18.69,0,1,20
13,4,0,3,18.45,0,18.45,0,0,20
14,3,0,1,7.17,0,7.17,0,0,20
15,3,0,2,7.42,0,7.42,0,1,20
16,1,0,0,19.92,0,19.92,1,0,20
17,1,0,1,22.53,0,22.53,2,0,20
18,1,0,2,22.67,0,22.67,3,0,20
19,5,0,0,21.85,0,21.85,4,0,20
20,6,0,0,10.0,0,10.0,5,0,20
21,6,0,1,14.38,0,14.38,6,0,20
22,6,0,2,6.54,0,6.54,7,0,20
23,5,0,1,9.55,0,9.55,8,0,20
