Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 746.989990, -0.004009, 113.161896, 0.015558, 0.000009, -0.003507, 20.180000, 0, 20.180000, 0, 0, 0
2, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 254.353622, -0.018673, 117.674805, -2.458879, -0.011813, -0.007388, 22.110001, 0, 22.110001, 0, 0, 0
3, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 264.616394, -0.058665, 343.559082, -2.470969, -0.048363, 0.003594, 17.350000, 0, 17.350000, 0, 0, 0
4, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 499.546570, -0.048791, 114.338776, -0.943544, 0.025751, -0.000385, 13.920000, 0, 13.920000, 0, 0, 0
5, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 275.134583, 0.031476, 569.534119, -2.431229, 0.034691, 0.005142, 17.549999, 0, 17.549999, 0, 0, 0
6, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 503.485596, -0.002848, 340.229340, -0.945953, -0.004551, -0.011328, 16.530001, 0, 16.530001, 0, 0, 0
7, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 746.904175, -0.026882, 339.338593, 0.035738, 0.000002, -0.008205, 11.350000, 0, 11.350000, 0, 0, 0
8, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 746.738037, -0.064665, 565.535950, 0.042543, -0.000005, -0.010062, 8.590000, 0, 8.590000, 0, 0, 0
9, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.948608, -0.011603, 113.093544, 0.067173, -0.000020, -0.009186, 8.210000, 0, 8.210000, 0, 0, 0
10, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 507.121460, -0.054604, 566.253601, -0.898113, 0.030792, -0.016047, 14.870000, 0, 14.870000, 0, 0, 0
11, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.651489, -0.057501, 339.286804, 0.069916, 0.000018, -0.013043, 21.110001, 0, 21.110001, 0, 0, 0
12, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.979126, -0.005063, 113.171265, 0.027045, 0.000006, -0.003421, 12.130000, 0, 12.130000, 0, 0, 0
13, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.985229, -0.003920, 113.177544, 0.018851, 0.000003, -0.002500, 7.740000, 0, 7.740000, 0, 0, 0
14, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.900269, -0.015676, 339.380615, 0.018827, 0.000014, -0.003118, 7.680000, 0, 7.680000, 0, 0, 0
15, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 995.858826, -0.021422, 339.374603, 0.026307, 0.000021, -0.004400, 15.030000, 0, 15.030000, 0, 0, 0
