Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.790161, -0.001250, 112.495735, 0.285979, -0.000082, -0.002536, 6.930000, 0, 6.930000, 0, 0, 0
2, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 747.970947, -0.040918, 113.635376, -0.833984, 0.009925, -0.011190, 15.580000, 0, 15.580000, 0, 0, 0
3, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 260.374176, -0.055293, 122.967262, -5.262087, 0.016048, -0.005644, 16.790001, 0, 16.790001, 0, 0, 0
4, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.978394, -0.034903, 112.793106, -0.205329, 0.000916, -0.024740, 9.030000, 0, 9.030000, 0, 0, 0
5, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 503.481262, 0.007304, 117.949654, -2.827372, -0.007291, 0.005135, 11.140000, 0, 11.140000, 0, 0, 0
6, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.984741, -0.006530, 113.092697, 0.021340, 0.000006, -0.006665, 21.900000, 0, 21.900000, 0, 0, 0
7, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 752.664124, -0.251690, 340.487701, -1.562956, 0.029663, -0.041225, 17.780001, 0, 17.780001, 0, 0, 0
8, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1243.369629, -0.084590, 338.389343, 0.439001, -0.000001, -0.043859, 19.160000, 0, 19.160000, 0, 0, 0
9, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1241.465454, -0.287925, 564.416931, 0.522661, 0.000001, -0.060587, 21.780001, 0, 21.780001, 0, 0, 0
10, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 759.151367, -0.462626, 566.256714, -1.622453, 0.016350, -0.062538, 18.209999, 0, 18.209999, 0, 0, 0
11, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 765.725586, -0.687797, 792.163757, -1.574491, 0.008729, -0.074397, 19.900000, 0, 19.900000, 0, 0, 0
12, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 996.538147, -0.162493, 338.496002, -0.187264, 0.001549, -0.032642, 15.350000, 0, 15.350000, 0, 0, 0
13, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.845947, -0.049580, 339.212097, 0.064360, -0.000019, -0.015742, 22.440001, 0, 22.440001, 0, 0, 0
14, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 997.206116, -0.323489, 564.400574, -0.164003, 0.002185, -0.038566, 16.430000, 0, 16.430000, 0, 0, 0
15, 747.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 772.202332, -0.987352, 1018.300354, -1.541645, 0.004104, -0.086804, 20.090000, 0, 20.090000, 0, 0, 0
16, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 515.464233, -0.103207, 343.498718, -2.865353, 0.033319, -0.034976, 11.190000, 0, 11.190000, 0, 0, 0
17, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 997.857361, -0.502833, 790.484558, -0.079662, 0.003324, -0.041437, 16.760000, 0, 16.760000, 0, 0, 0
18, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 527.244934, -0.239424, 569.055237, -2.815720, 0.026190, -0.032368, 11.720000, 0, 11.720000, 0, 0, 0
19, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1493.552612, -0.120547, 565.398926, 0.079108, -0.000033, -0.019283, 23.889999, 0, 23.889999, 0, 0, 0
20, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 281.740601, -0.102135, 348.074463, -5.277119, 0.033488, 0.003874, 10.420000, 0, 10.420000, 0, 0, 0
21, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 298.211090, -0.146161, 578.372009, -2.908983, 0.026252, 0.017195, 8.940000, 0, 8.940000, 0, 0, 0
22, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1239.308350, -0.542899, 790.571228, 0.559854, -0.000001, -0.068838, 22.000000, 0, 22.000000, 0, 0, 0
23, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 536.709656, -0.396526, 797.519043, -1.606964, 0.006514, -0.024660, 13.560000, 0, 13.560000, 0, 0, 0
