idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,0,14.93,0,14.93,1,0,20
2,1,0,0,5.92,0,5.92,2,0,20
3,1,0,1,6.97,0,6.97,3,0,20
4,5,0,0,13.56,0,13.56,4,0,20
5,6,0,1,23.11,0,23.11,5,0,20
6,3,0,0,14.41,0,14.41,6,0,20
7,1,0,2,5.51,0,5.51,7,0,20
8,4,0,0,21.97,0,21.97,8,0,20
9,2,0,0,12.06,0,12.06,9,0,20
10,4,0,1,21.99,0,21.99,10,0,20
11,3,0,1,16.97,0,16.97,11,0,20
12,2,0,1,5.02,0,5.02,12,0,20
13,1,0,3,8.98,0,8.98,13,0,20
14,5,0,1,13.46,0,13.46,14,0,20
15,2,0,2,9.71,0,9.71,15,0,20
16,1,0,4,11.01,0,11.01,16,0,20
17,3,0,2,8.2,0,8.2,17,0,20
18,4,0,2,23.75,0,23.75,18,0,20
19,5,0,2,16.49,0,16.49,19,0,20
20,5,0,3,15.06,0,15.06,20,0,20
21,3,0,3,12.03,0,12.03,21,0,20
22,6,0,2,23.83,0,23.83,22,0,20
23,3,0,4,11.95,0,11.95,23,0,20
24,2,0,3,9.38,0,9.38,24,0,20
25,2,0,4,9.24,0,9.24,25,0,20
26,4,0,3,14.19,0,14.19,26,0,20
27,5,0,4,15.75,0,15.75,27,0,20
