idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,1,12.41,0,12.41,0,1,20
2,1,0,2,21.41,0,21.41,0,1,20
3,1,0,0,10.91,0,10.91,0,0,20
4,2,0,0,6.0,0,6.0,1,0,20
5,2,0,1,20.97,0,20.97,2,0,20
6,3,0,0,16.92,0,16.92,3,0,20
7,4,0,0,13.0,0,13.0,4,0,20
8,3,0,1,18.31,0,18.31,5,0,20
9,5,0,0,10.31,0,10.31,6,0,20
10,6,0,0,8.59,0,8.59,7,0,20
11,1,0,3,22.43,0,22.43,8,0,20
12,2,0,2,22.52,0,22.52,9,0,20
13,6,0,1,5.69,0,5.69,10,0,20
14,4,0,1,15.13,0,15.13,11,0,20
15,6,0,2,8.01,0,8.01,12,0,20
16,2,0,3,23.56,0,23.56,13,0,20
17,5,0,1,13.04,0,13.04,14,0,20
18,6,0,3,5.01,0,5.01,15,0,20
19,3,0,2,21.0,0,21.0,16,0,20
20,5,0,2,14.56,0,14.56,17,0,20
21,6,0,4,7.74,0,7.74,18,0,20
22,5,0,3,13.22,0,13.22,19,0,20
23,4,0,2,18.52,0,18.52,20,0,20
