Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 745.960938, 0.003910, 110.826790, -0.195276, 0.001104, -0.005325, 22.959999, 0, 0, 0.000000, 0
2, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 757.356262, -0.018660, 341.495758, -5.249011, -0.003101, -0.011566, 12.940000, 0, 0, 0.000000, 0
3, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.978882, -0.004568, 110.677055, 0.022174, 0.000018, -0.004375, 12.020000, 0, 0, 0.000000, 0
4, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.562866, -0.003476, 110.689575, 0.041875, 0.000004, -0.003371, 19.570000, 0, 0, 0.000000, 0
5, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 506.913147, -0.036462, 119.478142, -4.852168, 0.008253, -0.019765, 12.560000, 0, 0, 0.000000, 0
6, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 272.005676, 0.097339, 115.105202, -2.235811, -0.089708, 0.010373, 16.809999, 0, 0, 0.000000, 0
7, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.636963, -0.001885, 110.832962, -0.189261, 0.002332, 0.003936, 22.219999, 0, 0, 0.000000, 0
8, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1242.793213, -0.033832, 332.137726, 0.094665, 0.000021, -0.010575, 19.420000, 0, 0, 1.000000, 1
9, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 526.825684, -0.156192, 339.848663, -4.771722, -0.004752, -0.022546, 13.910000, 0, 0, 2.000000, 2
10, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 995.776123, 0.031819, 332.317871, -0.152851, -0.010008, 0.005655, 23.549999, 0, 0, 3.000000, 3
11, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1242.375732, -0.079891, 553.714722, 0.117418, 0.000002, -0.012944, 22.980000, 0, 0, 4.000000, 4
12, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 296.843842, -0.207382, 341.028503, -5.105867, -0.005470, 0.028690, 9.390000, 0, 0, 5.000000, 5
13, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.274658, -0.031026, 332.072540, 0.131707, 0.000001, -0.011410, 20.680000, 0, 0, 6.000000, 6
14, 1491.600098, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1490.649780, -0.088840, 553.532898, 0.202222, -0.000016, -0.017879, 21.010000, 0, 0, 7.000000, 7
15, 1491.600098, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1489.796143, -0.164462, 775.103821, 0.230926, -0.000047, -0.020896, 21.840000, 0, 0, 8.000000, 8
16, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 546.844910, -0.234485, 560.584167, -4.664411, -0.001827, -0.013204, 19.059999, 0, 0, 9.000000, 9
17, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 786.960510, -0.041520, 569.090515, -9.437955, -0.008659, -0.023671, 15.260000, 0, 0, 10.000000, 10
18, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 823.658691, -0.470463, 787.626831, -9.437161, -0.052846, -0.012628, 13.860000, 0, 0, 11.000000, 11
19, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 316.668671, -0.412524, 561.886292, -5.155285, -0.003315, 0.033694, 9.300000, 0, 0, 12.000000, 12
20, 248.600006, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 595.519653, -0.653381, 789.908813, -80.595703, -179.999313, 179.984848, 11.930000, 0, 0, 13.000000, 13
