idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,18.62,0,18.62,1,0,20
2,2,0,0,5.75,0,5.75,2,0,20
3,1,0,1,23.53,0,23.53,3,0,20
4,2,0,1,18.7,0,18.7,4,0,20
5,3,0,0,6.69,0,6.69,5,0,20
6,3,0,1,9.96,0,9.96,6,0,20
7,2,0,2,20.83,0,20.83,7,0,20
8,2,0,3,21.46,0,21.46,8,0,20
9,4,0,0,8.13,0,8.13,9,0,20
10,3,0,2,16.65,0,16.65,10,0,20
11,3,0,3,19.8,0,19.8,11,0,20
12,2,0,4,23.21,0,23.21,12,0,20
13,4,0,1,9.4,0,9.4,13,0,20
14,4,0,2,18.76,0,18.76,14,0,20
15,5,0,0,14.84,0,14.84,15,0,20
16,6,0,0,10.21,0,10.21,16,0,20
17,5,0,1,16.18,0,16.18,17,0,20
18,6,0,1,13.51,0,13.51,18,0,20
19,6,0,2,12.19,0,12.19,19,0,20
20,4,0,3,19.51,0,19.51,20,0,20
