idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,16.65,0,16.65,1,0,20
2,2,0,0,8.48,0,8.48,2,0,20
3,1,0,1,23.07,0,23.07,3,0,20
4,2,0,1,21.68,0,21.68,4,0,20
5,3,0,0,14.54,0,14.54,5,0,20
6,2,0,2,22.08,0,22.08,6,0,20
7,3,0,1,17.85,0,17.85,7,0,20
8,4,0,0,10.12,0,10.12,8,0,20
9,4,0,1,14.19,0,14.19,9,0,20
10,3,0,2,20.45,0,20.45,10,0,20
11,4,0,2,17.72,0,17.72,11,0,20
12,5,0,0,9.15,0,9.15,12,0,20
13,4,0,3,18.82,0,18.82,13,0,20
14,6,0,0,8.95,0,8.95,14,0,20
15,5,0,1,18.11,0,18.11,15,0,20
16,6,0,1,5.13,0,5.13,16,0,20
17,1,0,2,23.24,0,23.24,17,0,20
18,6,0,2,16.96,0,16.96,18,0,20
19,6,0,3,5.48,0,5.48,19,0,20
20,5,0,2,13.71,0,13.71,20,0,20
