idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,15.27,0,15.27,0,0,20
2,5,0,0,22.3,0,22.3,0,0,20
3,1,0,0,11.13,0,11.13,0,0,20
4,6,0,0,20.74,0,20.74,0,0,20
5,5,0,1,20.88,0,20.88,0,0,20
6,6,0,1,22.74,0,22.74,0,0,20
6,6,0,3,22.74,0,22.74,0,0,20
7,4,0,1,11.61,0,11.61,0,1,20
8,2,0,0,20.16,0,20.16,0,0,20
9,1,0,1,21.81,0,21.81,0,0,20
10,4,0,0,10.0,0,10.0,0,1,20
11,2,0,1,7.51,0,7.51,1,0,20
12,4,0,2,13.88,0,13.88,2,0,20
13,2,0,2,18.55,0,18.55,3,0,20
14,3,0,1,15.33,0,15.33,4,0,20
15,1,0,2,22.95,0,22.95,5,0,20
16,3,0,2,9.8,0,9.8,6,0,20
17,4,0,3,14.55,0,14.55,7,0,20
18,3,0,3,10.98,0,10.98,8,0,20
19,5,0,2,6.08,0,6.08,9,0,20
20,3,0,4,13.98,0,13.98,10,0,20
21,4,0,4,18.76,0,18.76,11,0,20
22,6,0,2,7.02,0,7.02,12,0,20
24,5,0,3,16.39,0,16.39,14,0,20
25,2,0,3,19.42,0,19.42,15,0,20
