idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,0,19.92,0,19.92,0,0,20
2,4,0,0,11.21,0,11.21,0,0,20
3,2,0,2,8.36,0,8.36,0,1,20
4,3,0,0,12.25,0,12.25,0,0,20
5,2,0,1,7.02,0,7.02,0,0,20
6,6,0,0,23.15,0,23.15,0,0,20
7,1,0,0,5.05,0,5.05,0,1,20
8,3,0,1,12.29,0,12.29,0,0,20
9,3,0,2,17.65,0,17.65,0,0,20
10,1,0,1,5.35,0,5.35,0,1,20
11,5,0,0,14.49,0,14.49,1,0,20
12,1,0,2,6.13,0,6.13,2,0,20
13,2,0,3,11.26,0,11.26,3,0,20
14,2,0,4,13.39,0,13.39,4,0,20
15,5,0,1,20.83,0,20.83,5,0,20
16,4,0,1,12.71,0,12.71,6,0,20
17,1,0,3,9.24,0,9.24,7,0,20
18,4,0,2,17.39,0,17.39,8,0,20
19,1,0,4,10.53,0,10.53,9,0,20
20,6,0,1,7.07,0,7.07,10,0,20
21,6,0,2,8.82,0,8.82,11,0,20
22,5,0,2,20.79,0,20.79,12,0,20
23,6,0,3,14.94,0,14.94,13,0,20
24,4,0,3,17.72,0,17.72,14,0,20
25,3,0,3,6.71,0,6.71,15,0,20
