Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 292.348114, -0.794042, 135.465027, -9.021823, 0.011682, 0.433887, 9.410000, 0, 9.000000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 523.379456, -0.012760, 128.359131, -9.181886, -0.029177, -0.044051, 10.160000, 0, 10.000000, 0, 0, 0
3, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 563.088013, 0.089440, 351.875702, -9.693796, -0.060506, -0.038158, 20.240000, 0, 20.000000, 0, 0, 0
4, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 330.920654, 0.617255, 359.266632, -10.015075, -0.059078, 0.468124, 16.820000, 0, 16.000000, 0, 0, 0
5, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 762.120300, -0.027615, 126.394447, -7.157021, 0.021280, 0.036353, 13.020000, 0, 13.000000, 0, 0, 0
6, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1007.899902, 0.002941, 123.290184, -6.022388, -0.008073, -0.018161, 5.600000, 0, 5.000000, 0, 0, 0
7, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 602.560181, 0.242114, 574.658569, -9.705306, -0.067057, -0.035574, 23.030001, 0, 23.000000, 0, 0, 0
8, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 370.779572, 0.835153, 582.041931, -10.036823, -0.074965, 0.490560, 17.320000, 0, 17.000000, 0, 0, 0
9, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1032.447388, 0.121500, 347.807007, -6.220127, -0.069206, -0.002875, 7.520000, 0, 7.000000, 0, 0, 0
10, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 800.733032, 0.277383, 349.465759, -7.038742, -0.068356, 0.054111, 14.030000, 0, 14.000000, 0, 0, 0
11, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 410.308960, 1.847273, 804.794556, -10.046982, -0.065532, 0.502511, 20.610001, 0, 20.000000, 0, 0, 0
12, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1057.985962, -0.133944, 572.545532, -6.337363, -0.013245, -0.048051, 10.590000, 0, 10.000000, 0, 0, 0
13, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1248.470947, -0.034609, 113.243454, -0.081926, -0.062957, 0.005408, 9.660000, 0, 9.000000, 0, 0, 0
14, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.995239, -0.001680, 113.182068, 0.005631, 0.000005, -0.001016, 6.970000, 0, 6.000000, 0, 0, 0
15, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1082.684937, -0.367266, 797.339722, -6.293308, -0.048962, -0.049966, 12.900000, 0, 12.000000, 0, 0, 0
