Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1532.500366, -1.268908, 784.475891, -3.676434, -0.013897, -0.149500, 23.040001, 0, 23.000000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 516.460632, -0.091581, 127.263641, -8.473495, 0.018252, 0.012949, 17.450001, 0, 17.000000, 0, 0, 0
3, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1503.519287, -0.228201, 333.473328, -3.546154, 0.005949, -0.149802, 19.180000, 0, 19.000000, 0, 0, 0
4, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1494.308960, 0.032851, 111.708443, -1.212235, 0.000251, 0.008343, 5.540000, 0, 5.000000, 0, 0, 0
5, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1517.868408, -0.750972, 558.949585, -3.691143, 0.005581, -0.120051, 22.770000, 0, 22.000000, 0, 0, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 285.727448, -0.949520, 133.337738, -8.276782, 0.039992, 0.411898, 6.450000, 0, 6.000000, 0, 0, 0
7, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 319.724182, 0.095144, 357.281708, -8.641591, 0.027323, 0.416182, 16.070000, 0, 16.000000, 0, 0, 0
8, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 760.583923, -0.110786, 124.983627, -7.069188, 0.063679, -0.025614, 11.060000, 0, 11.000000, 0, 0, 0
9, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1007.455322, -0.124454, 122.951172, -5.833879, 0.001650, 0.048852, 6.740000, 0, 6.000000, 0, 0, 0
10, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1031.990234, -0.076269, 347.448273, -5.981548, 0.037176, 0.057650, 7.360000, 0, 7.000000, 0, 0, 0
11, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 789.438965, -0.180033, 349.543457, -7.669236, 0.067202, -0.091344, 12.520000, 0, 12.000000, 0, 0, 0
12, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 820.515930, -0.383365, 573.549011, -7.946454, 0.053389, -0.113770, 14.880000, 0, 14.000000, 0, 0, 0
