idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,3,0,0,8.31,0,0,0,20
2,1,0,1,6.42,0,0,1,20
3,5,0,0,16.61,0,0,2,20
4,6,0,1,21.09,0,0,1,20
5,1,0,0,11.82,0,0,1,20
6,1,0,2,7.38,1,0,0,20
7,4,0,4,23.24,2,0,1,20
8,5,0,1,17,3,0,0,20
9,4,0,0,11.58,4,0,0,20
10,5,0,2,22.77,5,0,0,20
11,6,0,0,18.35,6,0,0,20
12,4,0,1,11.84,7,0,0,20
13,4,0,2,15.07,8,0,0,20
14,4,0,3,22.6,9,0,0,20
15,1,0,3,8.28,10,0,0,20
16,1,0,4,10.19,11,0,0,20
17,3,0,1,12.42,12,0,0,20
18,3,0,2,13.04,13,0,0,20
19,3,0,3,12.94,14,0,0,20
20,2,0,3,16.03,15,0,1,20
21,2,0,0,5.98,16,0,0,20
22,5,0,3,18.24,17,0,0,20
23,2,0,1,12.8,18,0,1,20
24,3,0,4,21.78,19,0,1,20
25,2,0,2,5.06,20,0,0,20
