idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,0,12.16,0,0,0,20
2,5,0,1,16.8,0,0,2,20
3,3,0,0,8.26,0,0,2,20
4,2,0,2,10.85,0,0,2,20
5,6,0,0,18.59,0,0,1,20
6,4,0,0,13.26,1,0,0,20
7,2,0,0,9.4,2,0,0,20
8,4,0,1,12.73,3,0,0,20
9,3,0,1,11.87,4,0,0,20
10,3,0,3,15.79,5,0,1,20
11,2,0,1,7.99,6,0,0,20
12,2,0,3,11.5,7,0,0,20
13,2,0,4,15.13,8,0,0,20
14,3,0,2,13.48,9,0,0,20
15,1,0,0,5.82,10,0,0,20
16,1,0,1,6.28,11,0,0,20
17,1,0,2,9.36,12,0,0,20
18,4,0,4,23.63,13,0,1,20
19,5,0,2,20.83,14,0,0,20
20,6,0,1,21.94,15,0,1,20
21,4,0,3,21.45,16,0,1,20
22,4,0,2,16.34,17,0,0,20
23,3,0,4,12.48,18,0,0,20
24,1,0,3,13.42,19,0,1,20
25,5,0,3,18.58,20,0,0,20
