idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,0,8.85,0.0,0.0,2,20
2.0,5,0,1,18.24,0.0,0.0,1,20
3.0,4,0,1,13.04,0.0,0.0,1,20
4.0,6,0,0,9.25,0.0,0.0,0,20
5.0,6,0,1,19.28,0.0,0.0,1,20
6.0,3,0,0,6.88,1.0,0.0,0,20
7.0,2,0,0,6.72,2.0,0.0,0,20
8.0,3,0,1,8.03,3.0,0.0,0,20
9.0,5,0,0,14.4,4.0,0.0,0,20
10.0,4,0,2,15.92,5.0,0.0,0,20
11.0,2,0,4,14.18,6.0,0.0,1,20
12.0,2,0,3,10.08,7.0,0.0,1,20
13.0,2,0,2,7.52,8.0,0.0,1,20
14.0,5,0,2,20.24,9.0,0.0,0,20
15.0,2,0,1,6.57,10.0,0.0,0,20
16.0,3,0,2,12.85,11.0,0.0,0,20
17.0,4,0,3,20.73,12.0,0.0,0,20
18.0,1,0,0,7.07,13.0,0.0,0,20
19.0,4,0,4,18.66,14.0,0.0,0,20
20.0,1,0,1,5.43,15.0,0.0,0,20
21.0,3,0,4,22.87,16.0,0.0,1,20
22.0,3,0,3,16.32,17.0,0.0,0,20
23.0,1,0,2,5.08,18.0,0.0,0,20
24.0,5,0,3,23.65,19.0,0.0,0,20
25.0,1,0,3,7.88,20.0,0.0,0,20
