idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,1,15.99,0.0,0.0,2,20
2.0,5,0,1,18.74,0.0,0.0,2,20
3.0,5,0,0,14.7,0.0,0.0,0,20
4.0,5,0,2,23.66,0.0,0.0,2,20
5.0,6,0,0,10.17,0.0,0.0,0,20
6.0,3,0,0,8.99,1.0,0.0,0,20
7.0,4,0,0,11.55,2.0,0.0,0,20
8.0,6,0,1,19.45,3.0,0.0,0,20
9.0,3,0,1,8.76,4.0,0.0,0,20
10.0,3,0,2,14.85,5.0,0.0,0,20
11.0,2,0,0,5.41,6.0,0.0,0,20
12.0,3,0,3,12.41,7.0,0.0,0,20
13.0,4,0,4,23.86,8.0,0.0,1,20
14.0,3,0,4,20.33,9.0,0.0,0,20
15.0,1,0,0,5.89,10.0,0.0,0,20
16.0,4,0,2,12.0,11.0,0.0,0,20
17.0,1,0,1,5.94,12.0,0.0,0,20
18.0,4,0,3,16.81,13.0,0.0,0,20
19.0,1,0,3,10.73,14.0,0.0,1,20
20.0,5,0,3,15.39,15.0,0.0,0,20
21.0,6,0,2,21.79,16.0,0.0,0,20
22.0,1,0,2,5.2,17.0,0.0,0,20
23.0,5,0,4,18.69,18.0,0.0,0,20
24.0,6,0,3,17.1,19.0,0.0,0,20
25.0,6,0,4,15.46,20.0,0.0,0,20
