idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,4,23.26,0.0,0.0,2,20
2.0,1,0,0,8.41,0.0,0.0,0,20
3.0,2,0,4,19.56,0.0,0.0,2,20
4.0,6,0,1,21.17,0.0,0.0,2,20
5.0,1,0,1,11.2,0.0,0.0,0,20
6.0,5,0,0,19.72,1.0,0.0,0,20
7.0,5,0,1,19.7,2.0,0.0,0,20
8.0,5,0,2,21.13,3.0,0.0,0,20
9.0,4,0,0,14.19,4.0,0.0,0,20
10.0,4,0,1,15.4,5.0,0.0,0,20
11.0,3,0,1,15.27,6.0,0.0,1,20
12.0,3,0,0,8.94,7.0,0.0,0,20
13.0,2,0,0,8.88,8.0,0.0,0,20
14.0,3,0,2,16.21,9.0,0.0,0,20
15.0,2,0,1,6.4,10.0,0.0,0,20
16.0,4,0,2,18.88,11.0,0.0,0,20
17.0,1,0,2,9.42,12.0,0.0,0,20
18.0,2,0,2,13.68,13.0,0.0,0,20
19.0,1,0,3,6.01,14.0,0.0,0,20
20.0,3,0,3,18.13,15.0,0.0,0,20
21.0,4,0,3,22.96,16.0,0.0,0,20
22.0,2,0,3,15.5,17.0,0.0,0,20
23.0,3,0,4,17.29,18.0,0.0,0,20
24.0,6,0,0,18.27,19.0,0.0,0,20
25.0,5,0,3,22.69,20.0,0.0,0,20
