idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,0,16.54,0.0,0.0,1,20
2.0,1,0,0,5.48,0.0,0.0,1,20
3.0,2,0,0,7.77,0.0,0.0,1,20
4.0,5,0,2,22.71,0.0,0.0,1,20
5.0,5,0,0,21.03,0.0,0.0,1,20
6.0,5,0,1,21.8,1.0,0.0,0,20
7.0,6,0,0,21.74,2.0,0.0,0,20
8.0,4,0,1,19.28,3.0,0.0,0,20
9.0,6,0,1,21.17,4.0,0.0,0,20
10.0,4,0,2,21.97,5.0,0.0,0,20
11.0,2,0,2,14.37,6.0,0.0,1,20
12.0,2,0,3,15.87,7.0,0.0,0,20
13.0,3,0,1,16.2,8.0,0.0,1,20
14.0,2,0,1,10.15,9.0,0.0,0,20
15.0,3,0,3,18.16,10.0,0.0,1,20
16.0,3,0,2,16.69,11.0,0.0,1,20
17.0,4,0,3,21.93,12.0,0.0,1,20
18.0,1,0,4,17.07,13.0,0.0,1,20
19.0,6,0,2,15.68,14.0,0.0,0,20
20.0,4,0,4,22.84,15.0,0.0,1,20
21.0,1,0,1,7.99,16.0,0.0,0,20
22.0,3,0,0,13.03,17.0,0.0,0,20
23.0,1,0,2,10.15,18.0,0.0,0,20
24.0,1,0,3,15.33,19.0,0.0,0,20
25.0,2,0,4,18.12,20.0,0.0,0,20
