idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1,5,0,1,15.91,0,0,2,20
2,6,0,2,14.02,0,0,1,20
3,6,0,1,23.17,0,0,1,20
4,3,0,0,8.73,0,0,2,20
5,6,0,0,5.98,0,0,0,20
6,2,0,0,7.8,1,0,0,20
7,2,0,1,8.58,2,0,0,20
8,5,0,0,13.85,3,0,0,20
9,5,0,2,18.99,4,0,0,20
10,4,0,0,12.19,5,0,0,20
11,4,0,1,12.28,6,0,0,20
12,2,0,4,12.78,7,0,1,20
13,2,0,3,13.78,8,0,1,20
14,1,0,0,7.45,9,0,0,20
15,2,0,2,8.45,10,0,0,20
16,4,0,2,14.29,11,0,0,20
17,5,0,3,22.41,12,0,0,20
18,4,0,3,16.16,13,0,0,20
19,3,0,4,16.79,14,0,1,20
20,3,0,1,9.49,15,0,0,20
21,3,0,3,14.83,16,0,1,20
22,3,0,2,11.21,17,0,0,20
23,6,0,3,12.11,18,0,0,20
24,6,0,4,12.52,19,0,0,20
25,1,0,1,9.08,20,0,1,20
