idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,3,0,0,6.94,0.0,0.0,0,20
2.0,4,0,0,13.14,0.0,0.0,0,20
3.0,6,0,0,22.86,0.0,0.0,1,20
4.0,5,0,1,21.68,0.0,0.0,2,20
5.0,6,0,1,20.11,0.0,0.0,1,20
6.0,5,0,0,15.33,1.0,0.0,0,20
7.0,4,0,1,16.49,2.0,0.0,0,20
8.0,4,0,2,19.55,3.0,0.0,0,20
9.0,5,0,2,21.22,4.0,0.0,0,20
10.0,4,0,4,23.67,5.0,0.0,1,20
11.0,3,0,1,10.18,6.0,0.0,0,20
12.0,2,0,0,6.16,7.0,0.0,0,20
13.0,3,0,2,13.49,8.0,0.0,0,20
14.0,3,0,3,15.46,9.0,0.0,0,20
15.0,4,0,3,20.78,10.0,0.0,0,20
16.0,2,0,1,6.86,11.0,0.0,0,20
17.0,3,0,4,12.01,12.0,0.0,0,20
18.0,2,0,2,8.12,13.0,0.0,0,20
19.0,1,0,0,6.08,14.0,0.0,0,20
20.0,5,0,3,19.6,15.0,0.0,0,20
21.0,6,0,2,20.44,16.0,0.0,0,20
22.0,1,0,1,5.72,17.0,0.0,0,20
23.0,2,0,3,14.94,18.0,0.0,0,20
24.0,2,0,4,15.41,19.0,0.0,0,20
25.0,1,0,2,6.35,20.0,0.0,0,20
