idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,6,0,0,22.52,0.0,0.0,0,20
2.0,4,0,1,15.51,0.0,0.0,2,20
3.0,5,0,1,21.45,0.0,0.0,2,20
4.0,4,0,0,16.43,0.0,0.0,0,20
5.0,2,0,0,9.43,0.0,0.0,1,20
6.0,5,0,0,17.42,1.0,0.0,0,20
7.0,2,0,1,8.84,2.0,0.0,0,20
8.0,3,0,3,18.32,3.0,0.0,1,20
9.0,3,0,0,11.5,4.0,0.0,0,20
10.0,3,0,2,16.69,5.0,0.0,1,20
11.0,3,0,1,13.11,6.0,0.0,0,20
12.0,2,0,4,17.72,7.0,0.0,1,20
13.0,6,0,1,20.29,8.0,0.0,0,20
14.0,2,0,2,12.46,9.0,0.0,0,20
15.0,5,0,2,21.0,10.0,0.0,0,20
16.0,4,0,2,22.02,11.0,0.0,0,20
17.0,2,0,3,16.03,12.0,0.0,0,20
18.0,4,0,4,22.71,13.0,0.0,1,20
19.0,3,0,4,16.36,14.0,0.0,0,20
20.0,5,0,3,14.35,15.0,0.0,0,20
21.0,5,0,4,14.43,16.0,0.0,0,20
22.0,4,0,3,20.96,17.0,0.0,0,20
23.0,1,0,0,6.44,18.0,0.0,0,20
24.0,6,0,2,22.32,19.0,0.0,0,20
25.0,1,0,1,5.5,20.0,0.0,0,20
