idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,18.98,0,18.98,0,0,20
2,1,0,0,18.93,0,18.93,0,0,20
3,6,0,0,20.39,0,20.39,0,1,20
4,4,0,3,20.5,0,20.5,0,1,20
5,4,0,2,19.02,0,19.02,0,1,20
6,1,0,1,6.61,0,6.61,0,0,20
7,2,0,0,9.86,0,9.86,0,0,20
8,2,0,1,17.02,0,17.02,0,1,20
9,1,0,2,19.95,0,19.95,0,0,20
10,4,0,1,18.06,0,18.06,0,0,20
11,1,0,3,19.78,0,19.78,1,0,20
12,3,0,0,14.5,0,14.5,2,0,20
13,6,0,1,22.0,0,22.0,3,0,20
14,4,0,4,23.92,0,23.92,4,0,20
15,5,0,0,10.6,0,10.6,5,0,20
16,5,0,1,17.71,0,17.71,6,0,20
17,3,0,1,10.12,0,10.12,7,0,20
18,6,0,2,17.55,0,17.55,8,0,20
19,2,0,2,11.63,0,11.63,9,0,20
20,2,0,3,13.03,0,13.03,10,0,20
21,5,0,2,15.78,0,15.78,11,0,20
22,6,0,3,18.14,0,18.14,12,0,20
23,3,0,2,14.03,0,14.03,13,0,20
24,2,0,4,16.79,0,16.79,14,0,20
25,3,0,3,8.42,0,8.42,15,0,20
