idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,5.2,0,5.2,0,0,20
2,2,0,0,13.68,0,13.68,0,0,20
3,2,0,1,7.26,0,7.26,0,0,20
4,3,0,4,16.04,0,16.04,0,1,20
5,3,0,1,8.92,0,8.92,0,0,20
6,3,0,2,10.43,0,10.43,0,0,20
7,3,0,3,12.58,0,12.58,0,1,20
8,1,0,0,10.47,0,10.47,1,0,20
9,2,0,2,8.58,0,8.58,2,0,20
10,1,0,1,22.2,0,22.2,3,0,20
11,2,0,3,15.44,0,15.44,4,0,20
12,4,0,0,12.92,0,12.92,5,0,20
13,5,0,0,8.27,0,8.27,6,0,20
14,5,0,1,8.52,0,8.52,7,0,20
15,4,0,1,21.15,0,21.15,8,0,20
16,1,0,2,22.31,0,22.31,9,0,20
17,6,0,0,9.95,0,9.95,10,0,20
18,2,0,4,17.16,0,17.16,11,0,20
19,6,0,1,17.84,0,17.84,12,0,20
20,5,0,2,5.9,0,5.9,13,0,20
21,5,0,3,16.59,0,16.59,14,0,20
22,6,0,2,9.31,0,9.31,15,0,20
23,6,0,3,12.39,0,12.39,16,0,20
24,6,0,4,10.17,0,10.17,17,0,20
25,1,0,3,23.6,0,23.6,18,0,20
26,4,0,2,13.21,0,13.21,19,0,20
27,5,0,4,22.04,0,22.04,20,0,20
