Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 278.368561, -0.324500, 110.913139, -0.003734, 0.092491, -0.000755, 17.990000, 0, 0, 0.000000, 0
2, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 750.147583, -0.005232, 114.873108, -2.388075, -0.010412, -0.001383, 10.060000, 0, 0, 0.000000, 0
3, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 298.832092, 0.135111, 342.484344, -3.563195, 0.081333, 0.379384, 9.650000, 0, 0, 0.000000, 0
4, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 759.719971, -0.039366, 336.027740, -2.431356, -0.032112, -0.009222, 10.490000, 0, 0, 1.000000, 1
5, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 994.801208, -0.021240, 110.744957, -0.297785, 0.007942, 0.004320, 5.830000, 0, 0, 2.000000, 2
6, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 513.407715, -0.106647, 117.144127, -3.396789, 0.091716, -0.022186, 5.400000, 0, 0, 3.000000, 3
7, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.995117, -0.001282, 110.881966, 0.005838, 0.000008, -0.000704, 21.430000, 0, 0, 4.000000, 4
8, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 995.993835, 0.005309, 332.287201, -0.162276, 0.000161, 0.003532, 18.709999, 0, 0, 5.000000, 5
9, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 772.399719, -0.130396, 557.209167, -2.436039, -0.000337, -0.020330, 14.710000, 0, 0, 6.000000, 6
10, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 527.979309, -0.028390, 338.579102, -3.549700, 0.056724, 0.000729, 7.600000, 0, 0, 7.000000, 7
