Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 762.941406, 0.000355, 125.882912, -8.603897, 0.001652, -0.007563, 11.520000, 0, 0, 1.000000, 1
2, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 521.981567, -0.070143, 127.638748, -9.695813, 0.027277, -0.002520, 10.530000, 0, 0, 2.000000, 2
3, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 561.484863, 0.176939, 346.044312, -10.236485, -0.017544, 0.002265, 12.150000, 0, 0, 3.000000, 3
4, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 600.743958, 0.214469, 563.943420, -10.222065, -0.019607, 0.005704, 12.910000, 0, 0, 4.000000, 4
5, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 650.493896, 0.260316, 787.402771, -14.111638, -0.015691, 0.007573, 16.190001, 0, 0, 5.000000, 5
6, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 291.548523, -0.935102, 136.612961, -9.729835, 0.049313, 0.783806, 6.510000, 0, 0, 6.000000, 6
7, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1007.328857, -0.013904, 122.477623, -6.471124, -0.013587, 0.003613, 6.610000, 0, 0, 7.000000, 7
8, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1032.629395, -0.000308, 342.667480, -6.469334, -0.017288, 0.011041, 21.719999, 0, 0, 8.000000, 8
9, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 706.975769, -0.009558, 1001.763306, -14.061170, 0.150618, -0.029266, 18.379999, 0, 0, 9.000000, 9
10, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 796.285156, 0.071913, 344.622864, -8.753749, -0.020173, -0.000466, 11.820000, 0, 0, 10.000000, 10
11, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 330.478485, 0.562355, 355.784729, -10.256864, 0.024238, 0.791573, 8.350000, 0, 0, 11.000000, 11
12, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 835.992737, 0.101274, 567.632690, -11.395144, -0.019138, -0.005233, 17.790001, 0, 0, 12.000000, 12
13, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 892.602356, 0.117689, 782.303406, -11.430896, 0.148618, -0.032210, 19.160000, 0, 0, 13.000000, 13
14, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1247.645142, -0.035976, 110.763412, -0.026428, -0.014319, 0.005867, 21.730000, 0, 0, 14.000000, 14
15, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 370.363373, 2.578416, 573.799072, -10.264928, -0.023820, 0.793156, 12.710000, 0, 0, 15.000000, 15
