idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,0,5.52,0,5.52,0,0,20
2,2,0,1,7.49,0,7.49,0,1,20
3,2,0,3,16.22,0,16.22,0,1,20
4,4,0,2,18.74,0,18.74,0,1,20
5,4,0,4,21.47,0,21.47,0,1,20
6,4,0,0,16.01,0,16.01,0,0,20
7,4,0,3,20.51,0,20.51,0,1,20
8,4,0,1,15.44,0,15.44,0,0,20
9,2,0,0,7.01,0,7.01,0,1,20
10,2,0,2,9.73,0,9.73,0,1,20
11,5,0,1,14.25,0,14.25,1,0,20
12,1,0,0,10.31,0,10.31,2,0,20
13,3,0,0,7.96,0,7.96,3,0,20
14,5,0,2,20.31,0,20.31,4,0,20
15,6,0,0,5.32,0,5.32,5,0,20
16,3,0,1,9.24,0,9.24,6,0,20
17,1,0,1,15.71,0,15.71,7,0,20
18,1,0,2,15.76,0,15.76,8,0,20
19,3,0,2,13.66,0,13.66,9,0,20
20,6,0,1,5.19,0,5.19,10,0,20
21,2,0,4,16.92,0,16.92,11,0,20
22,6,0,2,5.45,0,5.45,12,0,20
23,6,0,3,8.06,0,8.06,13,0,20
24,3,0,3,15.0,0,15.0,14,0,20
25,1,0,3,16.1,0,16.1,15,0,20
