idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,2,21.23,0,21.23,0,1,20
2,6,0,2,12.08,0,12.08,0,1,20
3,4,0,0,16.74,0,16.74,0,0,20
4,1,0,0,7.51,0,7.51,0,0,20
5,6,0,0,11.39,0,11.39,0,0,20
6,6,0,1,11.57,0,11.57,0,1,20
7,1,0,2,15.84,0,15.84,0,1,20
8,1,0,1,12.49,0,12.49,0,1,20
9,4,0,3,21.9,0,21.9,0,1,20
10,4,0,1,19.14,0,19.14,0,0,20
11,2,0,0,23.45,0,23.45,1,0,20
12,3,0,0,16.57,0,16.57,2,0,20
13,3,0,1,22.27,0,22.27,3,0,20
14,5,0,0,17.25,0,17.25,4,0,20
15,5,0,1,12.52,0,12.52,5,0,20
16,5,0,2,14.01,0,14.01,6,0,20
17,6,0,3,11.2,0,11.2,7,0,20
18,5,0,3,21.85,0,21.85,8,0,20
19,6,0,4,13.44,0,13.44,9,0,20
20,5,0,4,5.84,0,5.84,10,0,20
21,4,0,4,19.44,0,19.44,11,0,20
22,3,0,2,22.17,0,22.17,12,0,20
23,3,0,3,19.44,0,19.44,13,0,20
24,3,0,4,12.0,0,12.0,14,0,20
25,2,0,1,6.34,0,6.34,15,0,20
