idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,9.4,0,9.4,0,1,20
2,5,0,0,21.73,0,21.73,0,0,20
3,1,0,0,10.15,0,10.15,0,1,20
4,2,0,0,7.69,0,7.69,1,0,20
5,4,0,0,20.66,0,20.66,2,0,20
6,6,0,0,23.24,0,23.24,3,0,20
7,1,0,1,15.55,0,15.55,4,0,20
8,2,0,1,10.73,0,10.73,5,0,20
9,3,0,1,13.33,0,13.33,6,0,20
10,3,0,2,15.34,0,15.34,7,0,20
11,4,0,1,7.74,0,7.74,8,0,20
12,2,0,2,12.87,0,12.87,9,0,20
13,5,0,1,5.02,0,5.02,10,0,20
14,5,0,2,6.29,0,6.29,11,0,20
15,3,0,3,20.83,0,20.83,12,0,20
16,1,0,2,22.94,0,22.94,13,0,20
17,2,0,3,18.0,0,18.0,14,0,20
18,2,0,4,18.5,0,18.5,15,0,20
19,6,0,1,6.05,0,6.05,16,0,20
20,5,0,3,14.43,0,14.43,17,0,20
