idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,1,9.93,0,9.93,0,1,20
2,3,0,4,23.95,0,23.95,0,1,20
3,3,0,2,12.98,0,12.98,0,1,20
4,3,0,0,5.82,0,5.82,0,0,20
5,3,0,3,13.64,0,13.64,0,1,20
6,1,0,0,13.49,0,13.49,1,0,20
7,1,0,1,17.29,0,17.29,2,0,20
8,2,0,0,18.71,0,18.71,3,0,20
9,1,0,2,18.24,0,18.24,4,0,20
10,4,0,0,9.69,0,9.69,5,0,20
11,5,0,0,7.64,0,7.64,6,0,20
12,2,0,1,22.81,0,22.81,7,0,20
13,2,0,2,23.96,0,23.96,8,0,20
14,6,0,0,6.36,0,6.36,9,0,20
15,1,0,3,20.81,0,20.81,10,0,20
16,1,0,4,22.88,0,22.88,11,0,20
17,4,0,1,18.87,0,18.87,12,0,20
18,5,0,1,18.39,0,18.39,13,0,20
19,6,0,1,8.26,0,8.26,14,0,20
20,6,0,2,11.48,0,11.48,15,0,20
