Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 271.236084, 0.053616, 129.231155, -8.767776, -0.031864, -0.007786, 20.770000, 0, 20.000000, 0, 0, 0
2, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 512.233215, -0.034481, 124.637604, -6.815827, -0.014875, 0.031960, 10.300000, 0, 10.000000, 0, 0, 0
3, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 755.633667, -0.007814, 120.750160, -4.442585, 0.006687, -0.023154, 10.160000, 0, 10.000000, 0, 0, 0
4, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 540.093384, 0.015663, 348.501373, -6.602363, -0.014701, -0.040524, 14.270000, 0, 14.000000, 0, 0, 0
5, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 562.936218, -0.445729, 576.580627, -4.945572, -0.008258, -0.004908, 15.050000, 0, 15.000000, 0, 0, 0
6, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 773.757812, -0.203984, 345.841827, -4.531640, 0.033963, -0.107655, 10.680000, 0, 10.000000, 0, 0, 0
7, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 792.759705, -0.502894, 570.959717, -4.506630, -0.006032, -0.106821, 11.340000, 0, 11.000000, 0, 0, 0
8, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1001.885681, -0.006969, 117.590179, -2.943588, -0.045555, 0.026458, 7.090000, 0, 7.000000, 0, 0, 0
9, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 305.963928, -0.025097, 352.757538, -8.724977, -0.017811, -0.015927, 21.180000, 0, 21.000000, 0, 0, 0
10, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 811.107727, -0.708717, 796.618591, -4.616068, 0.000574, -0.142250, 12.220000, 0, 12.000000, 0, 0, 0
11, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 581.875366, -0.776287, 802.788635, -4.617407, -0.011612, 0.009703, 16.510000, 0, 16.000000, 0, 0, 0
12, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1014.578125, -0.226020, 342.959229, -2.779662, -0.006586, -0.046287, 10.140000, 0, 10.000000, 0, 0, 0
13, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1025.354858, -0.313388, 569.553406, -2.253159, -0.016785, 0.057467, 12.130000, 0, 12.000000, 0, 0, 0
14, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1245.491455, -0.000481, 112.893768, -0.469480, -0.016738, 0.008227, 9.200000, 0, 9.000000, 0, 0, 0
15, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1249.161743, -0.040053, 340.037323, -1.397438, -0.027920, -0.011103, 10.560000, 0, 10.000000, 0, 0, 0
16, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 333.776947, -0.080021, 584.878906, -4.968020, -0.004886, -0.022244, 23.309999, 0, 23.000000, 0, 0, 0
17, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.989990, -0.002911, 113.180832, 0.012443, 0.000000, -0.001778, 9.380000, 0, 9.000000, 0, 0, 0
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.933472, -0.011066, 339.383118, 0.012916, 0.000000, -0.002137, 7.130000, 0, 7.000000, 0, 0, 0
19, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1256.010986, -0.232187, 565.973389, -1.415063, -0.027991, -0.032393, 11.230000, 0, 11.000000, 0, 0, 0
20, 498.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 600.509583, -0.732337, 1028.325439, -4.757569, -0.009715, 0.020584, 18.209999, 0, 18.000000, 0, 0, 0
