Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 277.507233, -0.259991, 124.180595, -5.696329, 0.009931, 0.001848, 8.630000, 0, 8.000000, 0, 0, 0
2, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 298.531128, -0.292173, 349.597931, -5.593789, -0.026314, 0.011173, 17.670000, 0, 17.000000, 0, 0, 0
3, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 508.269897, -0.093790, 121.228683, -4.949515, 0.013244, -0.076850, 13.400000, 0, 13.000000, 0, 0, 0
4, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 319.763947, -0.409530, 578.764221, -4.736687, 0.016164, -0.034828, 22.379999, 0, 22.000000, 0, 0, 0
5, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 753.510742, -0.041466, 118.788803, -3.322121, -0.027930, 0.018957, 12.450000, 0, 12.000000, 0, 0, 0
6, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 529.426819, -0.335850, 345.822632, -4.877303, -0.004541, -0.062337, 15.850000, 0, 15.000000, 0, 0, 0
7, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 549.080688, -0.757027, 571.200134, -4.695940, 0.009265, -0.080963, 19.860001, 0, 19.000000, 0, 0, 0
8, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 338.523132, -0.612889, 804.006531, -4.788939, 0.004372, -0.029936, 23.020000, 0, 23.000000, 0, 0, 0
9, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 997.814880, -0.045831, 114.315948, -1.321772, 0.037272, 0.010087, 10.250000, 0, 10.000000, 0, 0, 0
10, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1004.610474, -0.252725, 340.779602, -1.812124, 0.095029, -0.012036, 11.850000, 0, 11.000000, 0, 0, 0
11, 498.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 567.607422, -0.803771, 796.856689, -4.800001, 0.013653, -0.094045, 21.799999, 0, 21.000000, 0, 0, 0
12, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 767.425476, -0.230736, 344.311096, -3.320163, 0.022360, -0.010045, 18.490000, 0, 18.000000, 0, 0, 0
13, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.952148, -0.016988, 113.016510, -0.025059, 0.001634, -0.014069, 6.800000, 0, 6.000000, 0, 0, 0
14, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.987183, -0.003519, 113.179100, 0.016173, 0.000003, -0.002201, 6.160000, 0, 6.000000, 0, 0, 0
15, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 357.171417, -0.811856, 1029.451172, -4.751960, 0.014157, -0.032855, 23.170000, 0, 23.000000, 0, 0, 0
16, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1012.784485, -0.331490, 566.560669, -1.664188, 0.008800, -0.025330, 16.309999, 0, 16.000000, 0, 0, 0
17, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 780.851624, -0.273644, 570.077759, -3.205846, 0.001862, -0.015328, 21.430000, 0, 21.000000, 0, 0, 0
18, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1493.913940, -0.013785, 339.381927, 0.016377, 0.000010, -0.002710, 5.560000, 0, 5.000000, 0, 0, 0
19, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.923218, -0.105697, 338.993805, -0.026943, 0.006214, -0.024004, 7.870000, 0, 7.000000, 0, 0, 0
20, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.988525, -0.228020, 565.140442, -0.021162, 0.009756, -0.021763, 14.810000, 0, 14.000000, 0, 0, 0
