Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Seq, Emerg, Reloc, Size(ft)
1, 1491.600098, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1491.584595, -0.002501, 110.876617, 0.020111, 0.000009, -0.001184, 20.799999, 0, 0, 1.000000, 1
2, 745.800049, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 751.235352, 0.032351, 115.841873, -2.788313, -0.002240, -0.003949, 20.340000, 0, 0, 2.000000, 2
3, 994.400024, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 996.962280, -0.057593, 112.710167, -1.731128, 0.001662, 0.004743, 11.380000, 0, 0, 3.000000, 3
4, 745.800049, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 762.967285, 0.074097, 337.146484, -3.032796, -0.019496, -0.020772, 15.120000, 0, 0, 4.000000, 4
5, 745.800049, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 775.052490, -0.047026, 558.267639, -2.949179, -0.000014, -0.046826, 14.130000, 0, 0, 5.000000, 5
6, 994.400024, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1003.718201, -0.058239, 333.463531, -1.838630, -0.017403, -0.001476, 13.460000, 0, 0, 6.000000, 6
7, 1243.000000, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 1242.564331, -0.024205, 110.316719, -0.588712, 0.006385, 0.003340, 6.820000, 0, 0, 7.000000, 7
8, 994.400024, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1010.828796, -0.089246, 554.210632, -1.750356, -0.025910, -0.001591, 14.090000, 0, 0, 8.000000, 8
9, 1491.600098, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1491.495605, -0.007858, 332.479675, 0.020064, 0.000001, -0.001507, 21.340000, 0, 0, 9.000000, 9
10, 994.400024, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1017.616333, -0.218207, 775.473694, -1.636518, -0.007338, -0.023485, 18.360001, 0, 0, 10.000000, 10
11, 1243.000000, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 1244.695312, -0.025554, 331.347137, -0.543967, 0.003224, -0.010118, 12.300000, 0, 0, 11.000000, 11
12, 1243.000000, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 1246.675781, -0.079242, 552.584656, -0.456844, 0.004841, -0.015621, 16.889999, 0, 0, 12.000000, 12
13, 497.200012, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 521.536011, -0.194820, 114.054726, -2.376503, -0.004901, -0.054257, 5.010000, 0, 0, 13.000000, 13
14, 745.800049, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 787.828064, 0.198961, 781.580627, -2.271809, -0.005002, -0.175676, 9.580000, 0, 0, 14.000000, 14
15, 497.200012, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 533.073669, -0.343242, 335.145355, -2.890930, 0.006153, -0.023895, 6.410000, 0, 0, 15.000000, 15
16, 497.200012, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 544.780762, -0.416716, 556.078918, -3.091264, 0.005628, 0.034895, 6.840000, 0, 0, 16.000000, 16
17, 994.400024, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 1023.757874, -0.270478, 996.998352, -1.554316, -0.008040, -0.028989, 20.370001, 0, 0, 17.000000, 17
18, 1243.000000, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 1248.566528, -0.141932, 774.092407, -0.385221, -0.008338, -0.019092, 21.049999, 0, 0, 18.000000, 18
19, 497.200012, 0.000000, 775.600037, 0.000000, 0.000000, 0.000000, 557.505188, -0.313059, 777.159180, -3.084867, 0.001086, 0.039500, 13.260000, 0, 0, 19.000000, 19
20, 248.600006, 0.000000, 110.800003, 0.000000, 0.000000, 0.000000, 292.820251, 0.056706, 115.398575, -2.211314, -0.018031, 0.064721, 5.380000, 0, 0, 20.000000, 20
21, 248.600006, 0.000000, 332.400024, 0.000000, 0.000000, 0.000000, 303.979980, -0.322638, 338.541870, -3.084677, 0.002561, 0.092368, 6.720000, 0, 0, 21.000000, 21
22, 497.200012, 0.000000, 997.200012, 0.000000, 0.000000, 0.000000, 569.375366, -0.253932, 998.331970, -3.098796, 0.007167, 0.038130, 16.900000, 0, 0, 22.000000, 22
23, 248.600006, 0.000000, 554.000000, 0.000000, 0.000000, 0.000000, 316.122467, -0.665636, 559.819458, -3.111516, 0.004770, 0.088453, 11.620000, 0, 0, 23.000000, 23
