Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight, Group, Score, Seq, Reloc, Size(ft)
1, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 750.393860, -0.073635, 115.977646, -1.906447, 0.007726, -0.016755, 11.950000, 0, 11.950000, 0, 0, 0
2, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1244.983521, -0.006929, 113.067932, 0.022140, 0.000003, -0.007726, 18.660000, 0, 18.660000, 0, 0, 0
3, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 758.608826, -0.190850, 341.218964, -1.976676, -0.039248, -0.067515, 6.610000, 0, 6.610000, 0, 0, 0
4, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1493.905518, -0.004750, 112.894669, 0.170240, -0.000087, -0.002036, 14.170000, 0, 14.170000, 0, 0, 0
5, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1492.994995, -0.064691, 338.790192, 0.366265, -0.000119, -0.030745, 14.290000, 0, 14.290000, 0, 0, 0
6, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1244.833252, -0.055321, 339.179718, 0.069851, -0.000021, -0.017514, 22.959999, 0, 22.959999, 0, 0, 0
7, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1244.515991, -0.133680, 565.365051, 0.085964, -0.000027, -0.021265, 23.389999, 0, 23.389999, 0, 0, 0
8, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1491.301270, -0.233329, 564.706299, 0.519887, -0.000145, -0.056465, 14.730000, 0, 14.730000, 0, 0, 0
9, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1489.041138, -0.491724, 790.692688, 0.619343, -0.000158, -0.075718, 15.700000, 0, 15.700000, 0, 0, 0
10, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 262.328583, -0.064947, 122.852654, -5.373767, -0.015453, -0.033460, 6.880000, 0, 6.880000, 0, 0, 0
11, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 283.155365, -0.275502, 347.873444, -5.073623, 0.011364, -0.060955, 8.470000, 0, 8.470000, 0, 0, 0
12, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 302.277130, -0.495675, 573.666870, -4.818058, 0.010088, -0.052650, 9.400000, 0, 9.400000, 0, 0, 0
13, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 766.026428, -0.622882, 567.016724, -1.672092, 0.012073, -0.100167, 14.210000, 0, 14.210000, 0, 0, 0
14, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 1486.489136, -0.809232, 1016.836365, 0.660357, -0.000173, -0.085510, 19.740000, 0, 19.740000, 0, 0, 0
15, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 333.867554, -0.676749, 809.517639, -11.018775, 0.013466, -0.050427, 12.310000, 0, 12.310000, 0, 0, 0
16, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 995.948181, -0.018610, 112.813919, -0.229819, 0.001461, -0.001997, 5.910000, 0, 5.910000, 0, 0, 0
17, 249.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 377.351624, -0.864642, 1031.469116, -10.981532, 0.072620, -0.047078, 15.580000, 0, 15.580000, 0, 0, 0
18, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 504.774170, -0.049223, 118.935501, -3.449944, -0.022159, -0.010331, 10.120000, 0, 10.120000, 0, 0, 0
19, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 519.664001, -0.287783, 344.170258, -3.467681, 0.059188, -0.065725, 10.560000, 0, 10.560000, 0, 0, 0
20, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 996.734619, -0.052473, 338.608521, -0.300913, 0.001053, -0.017770, 8.280000, 0, 8.280000, 0, 0, 0
21, 747.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 770.030579, -2.291599, 793.940308, -1.474670, -0.731844, -0.134747, 7.490000, 0, 7.490000, 0, 0, 0
22, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 534.211243, -0.439709, 569.839355, -3.252230, 0.010668, -0.089311, 15.340000, 0, 15.340000, 0, 0, 0
23, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 997.876587, -0.137201, 564.644348, -0.218463, 0.004410, -0.025299, 19.420000, 0, 19.420000, 0, 0, 0
