Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 336.305298, -1.026584, 574.924316, -5.089180, 0.027225, -0.074578, 15.390000, 0, 15.000000, 0, 0, 0
2, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1003.224731, -0.004352, 119.655075, -3.880494, -0.002456, 0.012506, 13.770000, 0, 13.000000, 0, 0, 0
3, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 297.062012, -0.450948, 122.165886, -4.409905, 0.048505, 0.071151, 11.880000, 0, 11.000000, 0, 0, 0
4, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 316.426788, -0.526069, 349.073517, -4.897310, 0.025681, -0.048822, 13.850000, 0, 13.000000, 0, 0, 0
5, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 826.544922, 1.015671, 796.438477, -85.044792, 179.576950, -179.613098, 18.809999, 0, 18.000000, 0, 0, 0
6, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1019.087891, 0.027946, 345.472809, -4.137687, -0.021177, -0.000131, 21.180000, 0, 21.000000, 0, 0, 0
7, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 526.236023, -0.554697, 119.638695, -4.218926, 0.022984, -0.064459, 7.070000, 0, 7.000000, 0, 0, 0
8, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 756.899963, -0.084428, 120.640900, -4.728698, 0.023880, -0.028582, 5.270000, 0, 5.000000, 0, 0, 0
9, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 546.196228, -0.588452, 345.623047, -4.770382, 0.024731, 0.018119, 16.600000, 0, 16.000000, 0, 0, 0
10, 498.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 566.565369, -0.648598, 571.009216, -4.748462, -0.054524, 0.024903, 18.660000, 0, 18.000000, 0, 0, 0
11, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 777.215393, 0.005784, 345.648315, -5.003244, -0.037673, 0.038819, 11.330000, 0, 11.000000, 0, 0, 0
12, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1245.203857, 0.016880, 113.130775, -0.228513, 0.000010, -0.006357, 11.160000, 0, 11.000000, 0, 0, 0
13, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1494.302002, -0.039050, 113.103516, -0.247194, 0.002540, -0.006047, 6.640000, 0, 6.000000, 0, 0, 0
14, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1496.859741, -0.221436, 340.397003, -0.881701, 0.020141, -0.023817, 6.270000, 0, 6.000000, 0, 0, 0
15, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1501.856934, -0.378779, 566.485962, -0.857705, -0.042519, -0.026995, 5.580000, 0, 5.000000, 0, 0, 0
16, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1036.461792, -0.011231, 571.624512, -4.486224, -0.025249, 0.001057, 22.059999, 0, 22.000000, 0, 0, 0
17, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1252.008545, 0.101639, 343.589966, -2.789823, 0.015692, -0.019680, 5.820000, 0, 5.000000, 0, 0, 0
18, 747.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 802.182861, 0.377717, 570.219055, -5.059247, 0.151275, -0.021290, 13.160000, 0, 13.000000, 0, 0, 0
19, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1269.224609, 0.115702, 569.001526, -2.737043, -0.041700, -0.023585, 7.720000, 0, 7.000000, 0, 0, 0
20, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1055.286987, -1.028344, 797.845215, -4.860239, -0.037645, 0.014289, 22.820000, 0, 22.000000, 0, 0, 0
