Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1604.564941, 0.088579, 160.694611, -45.010361, -0.085008, 0.031525, 11.260000, 0, 11.000000, 0, 0, 0
2, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1764.755737, -0.102068, 320.099152, -45.028400, -0.072062, -0.002860, 18.709999, 0, 18.000000, 0, 0, 0
3, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1246.361084, 0.024026, 114.334984, -0.808423, -0.030512, -0.013610, 19.610001, 0, 19.000000, 0, 0, 0
4, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1465.846558, 2.510020, 508.963257, -63.163372, -1.831882, 1.569786, 21.879999, 0, 21.000000, 0, 0, 0
5, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1251.004761, 0.126687, 341.516144, -1.415442, -0.079397, -0.021382, 20.490000, 0, 20.000000, 0, 0, 0
6, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 283.391388, -0.406504, 121.139633, -4.201055, 0.013101, -0.014361, 11.560000, 0, 11.000000, 0, 0, 0
7, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 309.450775, -0.739397, 355.605499, -9.117385, 0.056478, -0.031008, 14.250000, 0, 14.000000, 0, 0, 0
8, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 512.936401, -0.112595, 120.650108, -4.174241, 0.034638, -0.000023, 13.390000, 0, 13.000000, 0, 0, 0
9, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 757.339966, -0.041537, 121.761520, -4.492109, 0.050847, 0.024527, 8.700000, 0, 8.000000, 0, 0, 0
10, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1924.940918, -0.253680, 479.489319, -45.012581, -0.124882, 0.046898, 19.080000, 0, 19.000000, 0, 0, 0
11, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2085.102783, -0.490221, 639.196594, -44.958969, -0.060648, 0.010838, 19.520000, 0, 19.000000, 0, 0, 0
12, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1002.663025, -0.118133, 118.954895, -3.389221, 0.068240, 0.011323, 8.430000, 0, 8.000000, 0, 0, 0
13, 498.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 545.893799, -0.189746, 346.000366, -5.262498, 0.055822, -0.003628, 13.670000, 0, 13.000000, 0, 0, 0
14, 747.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 787.092102, -0.382426, 346.038910, -4.360698, -0.146752, 0.002407, 11.810000, 0, 11.000000, 0, 0, 0
15, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 577.358459, -1.074615, 571.554993, -84.723579, -179.872467, 179.718262, 18.110001, 0, 18.000000, 0, 0, 0
16, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1018.078674, -0.222173, 343.865204, -3.511742, -0.050582, 0.019919, 5.710000, 0, 5.000000, 0, 0, 0
17, 249.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 811.927307, -1.174140, 579.554932, -88.982399, -179.335068, 179.180679, 18.570000, 0, 18.000000, 0, 0, 0
18, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1043.774048, -0.760091, 572.888672, -1.524132, -0.111514, -0.012342, 11.420000, 0, 11.000000, 0, 0, 0
19, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1695.885254, 2.334973, 595.420593, -53.184578, -0.133119, 0.056597, 22.280001, 0, 22.000000, 0, 0, 0
20, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2245.279785, -0.609827, 798.855408, -44.984776, -0.073324, 0.021684, 19.709999, 0, 19.000000, 0, 0, 0
