Idx, Initial_Loc_x, Initial_Loc_y, Initial_Loc_z, Initial_Rot_x, Initial_Rot_y, Initial_Rot_z, Later_Loc_x, Later_Loc_y, Later_Loc_z, Later_Rot_x, Later_Rot_y, Later_Rot_z, Weight(kg), Group, Score, Seq, Reloc, Size(ft)
1, 1494.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1650.874146, -0.066596, 155.151810, -60.514709, 0.013037, -0.035338, 13.140000, 0, 13.000000, 0, 0, 0
2, 1494.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1882.267456, 0.539263, 212.645752, -61.740009, -0.800795, 0.644101, 16.520000, 0, 16.000000, 0, 0, 0
3, 249.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 283.288513, 0.261069, 113.154060, -0.121627, -0.155426, -0.007097, 14.890000, 0, 14.000000, 0, 0, 0
4, 249.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 821.688049, -2.045442, 342.459930, -87.622810, -179.977463, 179.877518, 20.389999, 0, 20.000000, 0, 0, 0
5, 249.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 594.157227, -1.479523, 343.839447, -88.246933, 179.809860, -179.914169, 16.690001, 0, 16.000000, 0, 0, 0
6, 498.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 512.302185, -0.171250, 113.356621, -0.103420, -0.155855, -0.004505, 21.059999, 0, 21.000000, 0, 0, 0
7, 747.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 747.037903, -0.002698, 113.050774, -0.085319, 0.006865, -0.000385, 20.809999, 0, 20.000000, 0, 0, 0
8, 996.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1035.450073, -0.290753, 123.657043, -5.504093, -0.101682, -0.004140, 8.670000, 0, 8.000000, 0, 0, 0
9, 996.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1153.437988, 0.454449, 353.662292, -25.324913, -0.013953, -0.046366, 9.230000, 0, 9.000000, 0, 0, 0
10, 996.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1428.964600, -1.331606, 555.645508, -60.632442, 0.046356, 0.633658, 10.000000, 0, 10.000000, 0, 0, 0
11, 1245.000000, 0.000000, 113.100006, 0.000000, 0.000000, 0.000000, 1311.120850, 0.119564, 151.631104, -25.726393, -0.012978, -0.001632, 17.580000, 0, 17.000000, 0, 0, 0
12, 1494.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 2092.745850, -0.850341, 304.081146, -62.755711, -0.140617, 0.204406, 13.530000, 0, 13.000000, 0, 0, 0
13, 1245.000000, 0.000000, 339.300018, 0.000000, 0.000000, 0.000000, 1528.622314, -0.316170, 349.003784, -60.433891, 0.008289, -0.264627, 10.190000, 0, 10.000000, 0, 0, 0
14, 1494.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 2297.429688, -0.551560, 408.417236, -63.737709, -0.698874, 0.658121, 20.440001, 0, 20.000000, 0, 0, 0
15, 1245.000000, 0.000000, 565.500000, 0.000000, 0.000000, 0.000000, 1761.417236, 0.470486, 420.349548, -58.832890, 0.795732, -0.833012, 15.010000, 0, 15.000000, 0, 0, 0
16, 1245.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1968.049805, 0.196959, 518.302734, -58.248558, -0.082270, -0.098918, 19.290001, 0, 19.000000, 0, 0, 0
17, 1245.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2183.903320, -1.504585, 615.012207, -63.307930, 0.652978, -0.753705, 20.090000, 0, 20.000000, 0, 0, 0
18, 996.000000, 0.000000, 791.700073, 0.000000, 0.000000, 0.000000, 1649.886963, 2.756517, 624.532715, -60.666431, 0.846077, -0.070014, 14.120000, 0, 14.000000, 0, 0, 0
19, 996.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2084.185303, -2.422600, 821.658813, -63.527340, 0.659910, -0.921549, 5.960000, 0, 5.000000, 0, 0, 0
20, 1494.000000, 0.000000, 1017.900024, 0.000000, 0.000000, 0.000000, 2506.352295, -1.778277, 514.555969, -61.083496, 0.710152, -0.737085, 9.280000, 0, 9.000000, 0, 0, 0
