idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,3,13.2,0,13.2,0,1,20
2,1,0,4,21.55,0,21.55,0,1,20
3,1,0,0,5.5,0,5.5,0,1,20
4,1,0,2,12.45,0,12.45,0,1,20
5,1,0,1,11.69,0,11.69,0,1,20
6,2,0,0,23.32,0,23.32,1,0,20
7,3,0,0,21.19,0,21.19,2,0,20
8,4,0,0,7.54,0,7.54,3,0,20
9,4,0,1,11.15,0,11.15,4,0,20
10,4,0,2,14.77,0,14.77,5,0,20
11,5,0,0,18.76,0,18.76,6,0,20
12,6,0,0,6.17,0,6.17,7,0,20
13,6,0,1,7.1,0,7.1,8,0,20
14,6,0,2,17.3,0,17.3,9,0,20
15,5,0,1,18.21,0,18.21,10,0,20
16,4,0,3,15.96,0,15.96,11,0,20
17,6,0,3,8.38,0,8.38,12,0,20
18,3,0,1,21.77,0,21.77,13,0,20
19,5,0,2,17.53,0,17.53,14,0,20
20,6,0,4,11.76,0,11.76,15,0,20
21,4,0,4,10.47,0,10.47,16,0,20
22,5,0,3,14.19,0,14.19,17,0,20
23,3,0,2,22.46,0,22.46,18,0,20
