idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,3,0,2,12.81,0.0,0.0,2,20
2.0,1,0,0,8.04,0.0,0.0,0,20
3.0,1,0,1,16.08,0.0,0.0,0,20
4.0,6,0,0,11.57,0.0,0.0,0,20
5.0,5,0,2,21.91,0.0,0.0,2,20
6.0,6,0,1,19.42,0.0,0.0,1,20
7.0,1,0,2,10.8,0.0,0.0,0,20
8.0,2,0,0,12.84,0.0,0.0,1,20
9.0,1,0,3,6.4,0.0,0.0,0,20
10.0,4,0,0,10.63,0.0,0.0,2,20
11.0,5,0,0,15.42,1.0,0.0,0,20
12.0,5,0,1,15.18,2.0,0.0,0,20
13.0,6,0,2,18.69,3.0,0.0,0,20
14.0,5,0,3,20.99,4.0,0.0,0,20
15.0,3,0,0,6.94,5.0,0.0,0,20
16.0,4,0,1,15.33,6.0,0.0,1,20
17.0,3,0,1,7.83,7.0,0.0,0,20
18.0,2,0,1,8.71,8.0,0.0,0,20
19.0,4,0,4,22.13,9.0,0.0,1,20
20.0,4,0,3,21.72,10.0,0.0,1,20
21.0,4,0,2,15.6,11.0,0.0,0,20
22.0,2,0,2,5.65,12.0,0.0,0,20
23.0,2,0,3,7.53,13.0,0.0,0,20
24.0,6,0,3,18.0,14.0,0.0,0,20
25.0,2,0,4,5.5,15.0,0.0,0,20
