idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,4,0,2,14.91,0.0,0.0,2,20
2.0,2,0,0,7.27,0.0,0.0,0,20
3.0,4,0,3,19.78,0.0,0.0,2,20
4.0,4,0,4,23.29,0.0,0.0,2,20
5.0,1,0,0,10.27,0.0,0.0,1,20
6.0,6,0,1,21.84,0.0,0.0,2,20
7.0,4,0,0,19.2,0.0,0.0,0,20
8.0,2,0,4,14.74,0.0,0.0,2,20
9.0,3,0,2,14.58,0.0,0.0,1,20
10.0,3,0,1,12.41,0.0,0.0,2,20
11.0,4,0,1,14.54,1.0,0.0,0,20
12.0,2,0,3,14.03,2.0,0.0,1,20
13.0,3,0,0,10.0,3.0,0.0,0,20
14.0,2,0,1,8.14,4.0,0.0,0,20
15.0,2,0,2,6.69,5.0,0.0,0,20
16.0,1,0,1,9.14,6.0,0.0,0,20
17.0,1,0,3,10.49,7.0,0.0,1,20
18.0,1,0,4,13.16,8.0,0.0,0,20
19.0,5,0,0,16.53,9.0,0.0,0,20
20.0,5,0,1,17.36,10.0,0.0,0,20
21.0,3,0,3,16.03,11.0,0.0,0,20
22.0,3,0,4,12.56,12.0,0.0,0,20
23.0,1,0,2,8.1,13.0,0.0,0,20
24.0,5,0,2,21.96,14.0,0.0,0,20
25.0,6,0,0,19.91,15.0,0.0,0,20
