idx,loc_x,loc_y,loc_z,weight,seq,emerg,relocation,size(ft)
1.0,3,0,3,17.21,0.0,0.0,2,20
2.0,3,0,0,9.84,0.0,0.0,2,20
3.0,6,0,1,21.28,0.0,0.0,1,20
4.0,1,0,1,8.07,0.0,0.0,1,20
5.0,2,0,0,6.88,0.0,0.0,0,20
6.0,1,0,3,12.97,0.0,0.0,1,20
7.0,1,0,4,13.63,0.0,0.0,1,20
8.0,1,0,2,9.13,0.0,0.0,1,20
9.0,1,0,0,6.35,0.0,0.0,1,20
10.0,6,0,0,19.82,0.0,0.0,1,20
11.0,5,0,2,22.35,1.0,0.0,1,20
12.0,4,0,3,20.67,2.0,0.0,1,20
13.0,2,0,1,8.33,3.0,0.0,0,20
14.0,4,0,0,11.54,4.0,0.0,0,20
15.0,3,0,2,13.56,5.0,0.0,1,20
16.0,3,0,1,12.09,6.0,0.0,0,20
17.0,2,0,2,9.06,7.0,0.0,0,20
18.0,3,0,4,18.91,8.0,0.0,1,20
19.0,5,0,0,16.77,9.0,0.0,0,20
20.0,4,0,1,15.2,10.0,0.0,0,20
21.0,4,0,2,16.75,11.0,0.0,0,20
22.0,5,0,1,18.74,12.0,0.0,0,20
23.0,4,0,4,23.51,13.0,0.0,0,20
24.0,2,0,4,17.76,14.0,0.0,1,20
25.0,2,0,3,7.94,15.0,0.0,0,20
